candidate_record_id,new_t1_record_count,new_t1_oos_count,new_t1_de_count,new_t1_state_missing_count,new_t1_distinct_oos_states,new_t1_source_domain_diversity,new_t1_new_record_count,new_t1_record_correction_count,new_t1_status_update_count,newly_effective_t0_record_count,t1_has_linked_update,delta_linked_record_count,delta_oos_count_total,delta_de_count_total,delta_distinct_oos_states,delta_days_since_latest_oos,delta_days_since_latest_de,delta_source_diversity,delta_state_missing_ratio,delta_cross_source_conflict_count,delta_link_confidence_mean,delta_low_confidence_link_share,delta_oos_decay_90d,delta_de_decay_90d,delta_oos_decay_365d,delta_de_decay_365d,delta_latest_source_oos_count,delta_latest_source_de_count,delta_active_address_oos_count,delta_recent_latest_source_oos_count_365d,delta_recent_latest_source_de_count_365d,delta_historical_latest_source_oos_count,delta_recent_cross_source_conflict_count_365d,delta_recency_weighted_latest_source_oos,delta_oos_evidence_after_latest_de_count,delta_de_evidence_after_latest_oos_count,delta_recent_oos_after_latest_de_present,delta_recent_oos_independent_source_count_90d,delta_recent_de_independent_source_count_90d,delta_recent_oos_cross_source_confirmation_present_90d,delta_active_address_de_count,delta_oos_to_de_transition_count,delta_de_to_oos_transition_count,delta_post_60d_oos_vehicle_signal_count,delta_current_within_60_day_grace_proxy,delta_current_past_60_day_grace_proxy,delta_days_past_60_day_grace_proxy,delta_post_60d_active_oos_credential_signal_count,delta_post_60d_combined_title_active_credential_conflict_present,delta_post_60d_prior_state_persistence_any_present,delta_post_60d_prior_state_persistence_cross_source_present,delta_new_meaningful_oos_title_signal_post_60d_present,delta_t1_update_observation_lag_mean_days,delta_t1_late_arriving_update_count_over_30d
CAN-WBBC9HUHMK,2,2,0,0,1,2,0,0,2,2,1,4,4,0,0,-369.0,116.0,0,-0.02857142857142858,-6,0.00028571428571433355,-0.02857142857142858,3.0829093047665914,-0.08300543571947572,3.5435170235703652,-0.2856606381910427,2,-2,2,3,-1,-1,0,2.299839248878679,4,-1,1,3,0,1,0,0,2,0,-1,0,0,0,0,0,0,0,17.0,1
CAN-9XVB3GF0XZ,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,-86.0,52.0,0,0.0,0,-0.0013986013986013734,0.0,0.2805181770013031,-0.27873572423719084,0.4014855175581631,0.25130827203334016,0,0,0,1,1,-1,4,0.7184823438969535,1,-1,1,1,-1,0,1,1,1,0,0,1,65,0,0,0,0,0,0.0,0
CAN-YOAQDUQXSU,2,1,1,0,1,2,0,1,1,3,1,5,1,3,0,-307.0,-32.0,0,0.047619047619047616,0,0.003422619047618869,-0.07440476190476192,0.7662220227860872,0.9820615086569051,0.3630719566399381,1.7953416151817914,0,0,0,0,0,0,0,0.4237702328815047,1,-4,1,1,0,0,2,1,1,0,-1,1,66,0,0,0,0,0,8.5,0
CAN-QIL1K27B76,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,149.0,-161.0,0,0.0,2,0.0003296703296703507,-0.010989010989011005,-2.1309957619726916,0.5147480138805496,-1.1399986388096077,0.47028638558156044,-1,1,0,-1,1,0,2,-1.5664631485423501,-4,1,-1,-4,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,24.0,0
CAN-WRLDM6PGBO,1,0,1,0,0,1,0,1,0,2,1,3,0,3,0,156.0,-125.0,0,0.0,-6,0.002571428571428669,-0.08571428571428569,-0.01440786923968556,1.4130177174370695,-0.150057256427355,2.288457243197731,-2,2,0,0,2,-2,0,-0.5579432647727074,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,31.0,1
CAN-VSVTYZ5S8A,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,77.0,-79.0,0,0.0,-2,-0.0006593406593405904,0.0,-0.004593051529777854,0.6913618568719551,-0.12820691590191857,0.6813003179734438,-1,1,0,0,1,-1,0,-0.27657660679052715,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5.0,0
CAN-WPBNW430IU,2,2,0,0,1,1,0,0,2,1,1,3,3,0,0,-295.0,176.0,0,0.0,2,-0.005974025974025965,0.05194805194805194,1.8646497876500805,-0.48127809366471214,2.31772455688731,-0.8727374363356124,1,-1,2,1,-2,0,-1,1.1887096888309812,3,-3,1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,26.0,1
CAN-D19E2L1EO4,1,0,1,0,0,1,1,0,0,2,1,3,1,2,0,-224.0,-483.0,0,-0.019480519480519487,2,-0.0005844155844155763,-0.019480519480519487,0.5132914111535544,1.4988799839197993,0.49732332752495045,1.703522805348161,-1,1,0,-1,2,0,4,-0.3493833582388144,-5,1,-1,1,2,0,1,2,1,0,-1,1,27,0,0,0,0,0,8.0,0
CAN-XDERO8YLBH,2,1,1,0,1,2,0,0,2,2,1,4,2,2,0,-188.0,-106.0,0,0.0,2,0.00229166666666647,-0.02083333333333333,1.4581726518362803,1.2222417634438458,1.6712274210726936,1.5982768674558456,1,-1,1,2,0,-1,6,1.7047933257855608,1,-2,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,25.5,1
CAN-KNT306TVHY,2,1,1,0,1,2,2,0,0,3,1,5,3,2,0,-157.0,-34.0,0,-0.03968253968253968,3,0.004960317460317443,-0.03968253968253968,1.415172820603966,0.9772196764206836,2.085876613300259,1.5589622138519075,0,1,0,2,1,-2,5,0.9350843870789367,1,-1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,36.5,1
CAN-R1JUP4KFTV,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,4.0,49.0,0,-0.005494505494505503,0,0.00021978021978030782,-0.010989010989011005,0.4649436977831002,-0.230937342273289,0.7486970653490332,-0.1935158789257403,0,0,0,0,0,0,0,-0.03147406852377577,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,1
CAN-NY90FLDC12,2,2,0,0,1,2,0,1,1,0,1,2,2,0,0,-30.0,121.0,0,0.0,-2,0.002083333333333215,-0.0111111111111111,0.6630106449317374,-1.291691629477296,1.0999243208033036,-0.9925680406854296,1,-1,0,1,-1,0,-2,0.8794936646979532,2,-1,1,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,30.0,1
CAN-RC6IFI4UN6,1,1,0,0,1,1,0,1,0,3,1,4,1,3,0,-323.0,-24.0,0,-0.04166666666666667,0,-0.00708333333333333,0.04166666666666666,0.6286874511997663,0.8631347267988076,0.5274775544097199,2.127602450975056,-1,1,0,1,2,-2,3,0.17806454686980677,1,-1,1,1,0,0,1,2,1,0,0,1,102,0,0,0,0,0,48.0,1
CAN-7EN2NEOUZN,1,0,1,0,0,1,0,1,0,3,1,4,2,2,0,-6.0,2.0,0,0.0,0,0.002424242424242551,-0.04848484848484849,0.5557609240921373,0.7186459944559291,1.2645267093218613,1.1876490430760849,0,0,1,1,1,-1,4,0.3115937051753135,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,31.0,1
CAN-A03CAMEVNB,2,1,1,0,1,1,2,0,0,2,1,4,2,2,0,-145.0,-54.0,0,0.0,0,-0.0050000000000001155,0.04166666666666667,1.3935285609631727,1.4999035535091698,1.6024851543530527,1.6907037750404483,-1,1,1,1,1,-2,4,0.08358574525000129,0,0,0,2,1,1,1,2,1,-1,1,-1,-848,0,0,-1,0,0,8.5,0
CAN-O5YFRL6VUF,1,0,1,0,0,1,0,0,1,1,1,2,0,2,0,154.0,-26.0,0,0.0,-6,0.002619047619047521,-0.023809523809523808,-0.49876340032317523,0.7974250889734036,-0.7430330014278166,1.2490260797388029,-2,2,0,-1,2,-1,-3,-0.9748256323988228,0,2,0,0,1,0,1,2,0,0,-1,1,94,0,0,0,0,0,3.0,0
CAN-5MZNTPCHXM,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,69.0,-16.0,0,-0.006410256410256401,-4,-0.0003205128205128194,-0.006410256410256401,-0.16677378855956215,0.10112943221903636,-0.19271623877262645,0.5352401949473231,-1,1,0,-1,1,0,-4,-0.7827238674393727,0,1,0,0,0,0,0,1,0,0,0,0,69,0,0,0,0,0,3.0,0
CAN-W8PKB5030C,2,2,0,0,1,1,1,1,0,1,1,3,2,1,0,-123.0,0.0,0,-0.014423076923076927,0,-0.0037980769230769873,0.033653846153846145,1.4780124820654281,0.4054669475408814,1.7267542155677131,0.6990428673463143,0,0,0,1,-1,-1,1,0.44091581440103855,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,25.0,1
CAN-4ZX3SEN0YH,3,2,1,0,2,3,2,0,1,3,1,6,4,2,0,-411.0,-257.0,0,0.0,0,0.0025000000000001688,0.0,3.3060331175581106,0.8192815349881462,3.539084229952299,0.9541607215190764,3,-3,1,4,0,-1,4,3.3722332844589973,3,-2,1,4,1,1,1,1,4,0,0,0,0,0,0,0,0,0,21.333333333333332,1
CAN-7KPS3SR11O,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,167.0,-440.0,0,0.0,2,0.00019047619047618536,-0.009523809523809518,-0.4521528479704822,0.9046067528984031,-0.7362910403071294,0.5583090678826632,-1,1,0,-1,1,0,1,-0.9714995553583794,-2,1,-1,0,1,0,1,1,0,0,-1,1,107,0,0,0,0,0,7.0,0
CAN-HOR3D3QUBE,2,1,0,1,1,2,0,0,2,0,1,2,1,0,0,-159.0,20.0,0,0.0625,0,0.0022767857142856895,-0.008928571428571425,0.6915987494598981,-0.022457466896749823,0.8450682221205987,-0.049087784997573936,0,0,0,1,0,-1,1,0.42780501915509994,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,2
CAN-GN1HMFRH87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,59.0,0,0.0,0,0.0,0.0,-0.001769732939322265,-0.30354466233761623,-0.028481446757936207,-0.1093634593275814,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-F4592MMHKV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,0.0,0,0.0,0.0,-0.0064442233932445565,-0.00048828125,-0.0537294440759169,-0.028439669350251218,0,0,0,0,0,0,0,-0.0537294440759169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-2RERQ8Y4VG,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,56.0,162.0,0,0.0,0,-0.00016483516483511984,-0.005494505494505503,-0.702610823758018,-0.5224133206899167,-0.055437649730635474,-0.46485444253635233,0,0,1,0,0,0,0,0.050812582713129384,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-R7SZTUDSUP,1,1,0,0,1,1,0,0,1,2,1,3,2,1,0,-474.0,-113.0,0,0.0,0,0.0019444444444444153,-0.027777777777777776,1.5151979670677995,0.6465700589891421,1.7814201022904894,0.8138507543586595,0,0,0,2,1,-2,4,1.1150813445976226,1,-2,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,51.0,1
CAN-0UEBJSPY26,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,32.0,4.0,0,0.0,2,0.0010256410256410664,-0.025641025641025605,-0.3879306769501414,0.562088198760191,-0.2174331838862784,0.8097692296212782,-1,1,0,-1,1,0,2,-0.875993468149419,-1,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40.0,1
CAN-GSVSCYQEI4,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,17.0,17.0,0,0.0,2,0.0019523809523810387,0.0,0.6186875925490464,-0.1963958829604302,0.8660235386033701,-0.12307804350512175,1,-1,0,1,-1,0,2,0.897026293220745,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,36.0,1
CAN-F0L1UC7HCN,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,10.0,61.0,1,0.0,1,-0.006181818181818177,0.0727272727272727,0.06495862905854421,-0.12106607075335749,0.5883012423601208,-0.15509737788358957,1,0,0,1,0,0,1,0.640705216933644,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,43.0,1
CAN-8P92DU7XZB,2,2,0,0,1,2,0,2,0,0,1,2,2,0,0,-129.0,112.0,0,0.0,0,-0.0014285714285713347,0.0,1.4265822274364306,-1.4475110536573015,1.5638465332531006,-0.6107838656848941,1,-1,1,1,-1,0,1,1.1545569211019102,2,-3,1,2,-3,1,0,0,1,0,0,0,0,0,0,0,0,0,23.0,0
CAN-V78V73PGRD,1,0,1,0,0,1,1,0,0,1,1,2,0,2,0,182.0,-53.0,0,0.0,0,0.005499999999999949,-0.04999999999999999,-0.6147559944156272,0.6961878143669676,-0.45040346113095353,1.1753874353508955,0,0,0,-1,1,1,0,-0.42045952264016284,-1,2,-1,-1,1,0,0,0,0,0,0,0,182,0,0,0,0,0,42.0,1
CAN-TOTO3VZBFD,1,0,1,0,0,1,0,0,1,2,1,3,2,1,0,-43.0,-860.0,1,0.0,4,-0.0033333333333332993,0.0,0.7832743297330005,0.9539805175584478,1.433319197644737,0.9233502896020411,0,1,0,1,1,-1,3,0.20319432544472615,-3,1,-1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4.0,0
CAN-5ZPQZHTC8T,2,0,2,0,0,2,0,0,2,2,1,4,1,3,0,-229.0,-904.0,1,0.0,6,-0.0027350427350426587,0.0,0.716422996993826,2.44635044008275,0.7601092074335203,2.8307651036297528,-1,2,0,0,2,-1,2,0.007669797081825358,-5,2,-1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,17.0,0
CAN-ZQXQTHBNYO,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,37.0,-45.0,0,0.0,0,0.002619047619047632,-0.009523809523809518,-0.0034494402332954904,0.5213796837681219,-0.05994807854326212,0.7250739047168704,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,1
CAN-ITJJZZL460,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,168.0,-323.0,0,-0.024999999999999994,-2,-0.0012499999999999734,-0.024999999999999994,-0.17853596293489737,0.8344874214504863,-0.3672810480479731,1.3500645430791067,-1,1,-1,0,2,-1,2,-0.45658438047375705,-1,2,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-5UG8IFHYEX,2,0,2,0,0,2,1,0,1,0,1,2,0,2,0,68.0,-437.0,0,0.0,2,-0.006190476190476191,0.07142857142857142,-0.12856151428376658,1.390703126404296,-0.2366871019187471,1.6849380825600173,-2,2,0,0,2,-2,2,-0.8041496316171143,-1,2,-1,0,2,0,0,2,0,0,-1,1,8,0,0,0,0,0,45.5,2
CAN-6YKTE1O6D7,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,-62.0,24.0,0,0.0,0,-0.0006593406593405904,0.0,0.6980930188311811,-0.22054918022469017,0.8492706790798321,-0.15100380263556934,1,-1,0,1,-1,0,0,0.8925855694982037,1,-1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0,0
CAN-6IS9DOSTOJ,1,1,0,0,1,1,0,1,0,2,1,3,2,1,0,-105.0,62.0,0,0.0,0,0.0017105263157891626,0.0,1.2861713562143708,-0.16391893282732184,1.3986317983218925,0.23092299261135718,0,0,1,0,1,0,2,0.5494916413078188,2,-1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6.0,0
CAN-S62CZQ7I9X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,160.0,0,0.0,0,0.0,0.0,-3.2258839557307627e-06,-0.19022150485357397,-0.012625059028145848,-0.3008859711077224,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-5SUELQ12IG,2,1,1,0,1,1,1,0,1,0,1,2,1,1,0,-489.0,-146.0,0,0.0,0,-0.00517948717948713,0.056410256410256404,0.7117515107716933,0.6557845345346268,0.8565903337295833,0.8499845696134787,0,0,1,1,0,-1,1,0.5584067816732337,1,-1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,44.0,2
CAN-1ABZT6I126,3,2,1,0,1,3,2,0,1,1,1,4,3,1,0,-81.0,-179.0,0,0.0,4,0.0006349206349203218,-0.031746031746031744,1.5509578627174614,0.6438167951772434,2.0771627534234858,0.6508593196048826,-1,1,1,-1,1,0,4,-0.2880157441828124,-3,0,0,2,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,32.333333333333336,2
CAN-CXYFVCQ17M,2,2,0,0,1,2,0,2,0,1,1,3,2,1,0,-105.0,-144.0,0,0.0,0,-0.0007211538461538991,-0.014423076923076927,1.4719796460543102,0.6962433175465781,1.7477379265173454,0.7513228103351421,1,-1,1,0,0,1,0,1.0751047078124472,-1,1,-1,2,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,28.5,1
CAN-O02GOPBNQT,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,30.0,-49.0,0,-0.009523809523809518,0,0.000523809523809482,-0.014285714285714263,-0.23369156350402376,0.7012045393433646,-0.18147299401881867,0.8499408892303064,0,0,0,0,0,0,0,-0.12700970737068085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0
CAN-2O83483NWK,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,-149.0,115.0,0,0.0,0,-0.00014285714285711126,-0.004761904761904759,0.5054355994866202,-0.021908520031686095,0.41502746613116814,-0.22670424117304977,0,0,1,0,0,0,0,-0.01767288150040036,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,23.0,0
CAN-AK9YAZ12NK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,53.0,0,0.0,0,0.0,0.0,-0.2795910877982175,-0.5492012675763376,-0.2950918526753239,-0.30829590724018496,0,0,0,0,0,0,0,-0.20344372556607304,0,0,0,0,-1,0,0,0,0,0,-1,1,41,0,0,0,0,0,0.0,0
CAN-9GD86BGIBO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0,124.0,0,0.0,0,0.0,0.0,-0.08775938233865084,-0.8956745900756109,-0.3801279970894904,-0.8057511688328494,0,0,0,0,0,0,0,-0.1924581286569702,0,0,0,0,-1,0,0,0,0,0,-1,1,64,0,0,0,0,0,0.0,0
CAN-W2P5OGAGGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,0,0.0,0,0.0,0.0,-0.004369658599319426,-0.6599212622900359,-0.05327514464475419,-0.34056489340543417,0,0,-1,0,0,0,0,-0.033853783140644966,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-0RSIG2N4QZ,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,27.0,-18.0,0,0.0,0,6.410256410260828e-05,-0.006410256410256401,-0.0023958720170043305,0.48946295707886067,-0.04041294021563924,0.779136067119989,0,0,0,0,1,0,0,-0.010295003650934803,0,1,0,0,1,0,1,0,0,0,0,0,27,0,0,0,0,0,28.0,0
CAN-G6D89WAC3H,2,1,1,0,1,2,0,1,1,1,1,3,2,1,0,1.0,-347.0,0,-0.016666666666666663,-2,-0.0043333333333333,0.033333333333333354,1.2745504530932115,0.6735441897851928,1.7316113767514594,0.8320922197259726,1,-1,1,1,0,0,0,0.8794478195207693,-1,0,0,1,1,0,1,0,1,-2,0,-1,-1824,-1,-1,0,0,-1,32.5,1
CAN-NEM19J6EUB,2,0,2,0,0,2,1,0,1,0,1,2,0,2,0,72.0,-338.0,0,0.0,0,-0.00517948717948713,0.056410256410256404,-0.12426871773545012,1.7468092642083763,-0.22865290044065256,1.761421939866874,-1,1,0,0,2,-1,2,-0.5722646964662743,-1,2,-1,0,2,0,1,1,0,0,0,0,72,0,0,0,0,0,14.0,0
CAN-Z3X8TXNF36,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,-43.0,61.0,0,-0.005494505494505503,0,0.0019505494505495102,0.0,0.4344287890655929,-0.01791389552397854,0.6714890452700062,-0.11923315118337663,0,0,0,0,0,0,0,0.1216095207443253,1,0,0,-1,0,-1,0,0,0,0,-1,1,1,0,0,0,0,0,0.0,0
CAN-SME3GIX7WJ,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,-647.0,-350.0,0,0.0,2,-0.006000000000000005,0.06666666666666665,0.5830720486586836,0.43045727830480796,0.7003910406255336,0.57231888282098,1,-1,0,1,1,0,1,0.8244822513381616,1,-2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
CAN-55IVG2PGDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,0,0.0,0,0.0,0.0,-0.013184528698162126,-0.377227884956457,-0.07860658308967894,-0.2379070129324914,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-WCDFRO12KY,1,0,1,0,0,1,0,0,1,1,1,2,0,2,0,111.0,-10.0,0,-0.010256410256410262,2,0.0008205128205128753,-0.020512820512820523,-0.6089231224646514,0.8775920399154591,-0.6842928103971593,1.446004474472904,-2,2,0,-2,2,0,0,-1.7216247453649633,0,2,0,-1,1,0,0,2,0,0,-1,1,89,0,0,0,0,0,28.0,0
CAN-0WJ0H6IYJU,1,0,1,0,0,1,0,0,1,1,1,2,0,2,0,96.0,-44.0,0,-0.011904761904761904,-2,0.00464285714285706,-0.023809523809523808,-0.6222842220396245,1.0550448794102731,-0.43551421225668685,1.4755771263351458,-1,1,0,-1,2,0,1,-0.8210834812757203,-1,2,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0
CAN-GH3EL9T3SP,2,2,0,0,1,1,0,0,2,1,1,3,2,1,0,-237.0,50.0,0,0.0,0,-0.00043269230769238387,-0.014423076923076927,1.5210967148000418,-0.4626008043396419,1.4388907713241403,0.13284063740664287,0,0,2,1,0,-1,4,0.719652209808175,2,-3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.0,0
CAN-1PBVATN9TH,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,-76.0,124.0,0,-0.005494505494505503,0,0.002225274725274784,-0.005494505494505503,0.28459851109993195,-0.13752802282371307,0.34522122228502283,-0.3644373652506372,1,-1,-1,0,-2,1,-4,0.618827858185887,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.0,1
CAN-C4E33HYJC8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-15.0,100.0,0,0.0,0,-0.0010909090909090313,0.0,0.12595816907611235,-0.2833452752602305,0.423877596127221,-0.2879166942995701,1,-1,1,1,0,0,1,0.6117509615516505,1,0,0,1,0,0,0,0,1,0,0,-1,-1385,-1,0,0,0,0,0.0,0
CAN-2T210M1JZZ,2,1,1,0,1,2,0,0,2,2,1,4,3,1,0,12.0,-109.0,0,-0.02083333333333333,0,-0.0010416666666666075,-0.02083333333333333,0.5901199817360046,0.3340476436399129,2.0130415049167834,0.3855354766678438,0,0,2,1,1,-1,4,0.31068402195724776,-2,0,0,-1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,22.5,0
CAN-01573THY34,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,-12.0,137.0,0,0.0,0,-9.090909090903043e-05,-0.009090909090909094,0.19840012199217583,-0.4167650758970909,0.4387577599463137,-0.40098750961793406,0,0,0,0,0,0,0,-0.18882928344215721,1,0,0,0,-1,0,0,0,0,0,-1,1,77,0,0,0,0,0,11.0,0
CAN-MSNJEAB1GA,2,1,1,0,1,2,1,0,1,0,1,2,1,1,0,-138.0,2.0,0,0.0,0,0.001874999999999849,-0.0069444444444444475,0.6741812663681122,-0.35472589828712797,0.6817585252363845,0.375814574418051,1,-1,0,1,-1,0,1,0.8125005110368249,1,-4,1,1,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,27.0,0
CAN-VE8W42ILY4,2,1,1,0,1,2,0,2,0,1,1,3,2,1,0,-27.0,-248.0,0,-0.016666666666666663,0,-0.010166666666666657,0.11666666666666668,0.7578884728647401,0.728167573962998,1.2248809622493981,0.5136287241349029,1,-1,0,1,-1,0,-1,0.5455174354792813,-1,0,0,-1,1,-1,0,0,1,0,0,0,144,0,0,0,0,0,6.0,0
CAN-E6X5FRLLCD,2,1,0,1,1,2,0,2,0,0,1,2,1,0,0,-89.0,52.0,0,0.053571428571428575,0,-8.928571428568066e-05,-0.008928571428571425,0.7687309494961718,-0.2551964198350277,0.8267417260790424,-0.2803329744405052,0,0,1,0,0,0,0,0.37172462295998954,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,1
CAN-1K3S1FXQ2J,2,0,2,0,0,1,2,0,0,0,1,2,0,2,0,179.0,-45.0,0,0.0,0,0.00020512820512819108,-0.020512820512820523,-0.057662405850827714,0.7529912144044102,-0.42207512200711794,1.1180787206916567,0,0,0,0,1,0,0,-0.13766914584137224,0,2,0,0,0,0,0,0,0,0,-1,1,119,0,0,0,0,0,35.5,2
CAN-VJR25F72A2,1,0,1,0,0,1,0,0,1,2,1,3,1,2,0,-37.0,-278.0,0,0.0,0,-0.006111111111111067,0.05555555555555555,0.45717889809929035,1.273260985033819,0.758439266204386,1.6591724574828473,0,0,0,1,2,-1,4,0.4184751763559884,-1,1,-1,1,2,0,0,1,1,0,-1,1,3,0,0,0,0,0,50.0,1
CAN-GADRNXU6J7,2,0,2,0,0,1,0,1,1,0,1,2,0,2,0,19.0,7.0,0,0.0,-2,0.003482142857142767,0.0,-0.05190947912598637,1.2956749437660942,-0.06627036514531937,1.7545247793777028,-1,1,0,-1,1,0,-2,-0.7378764111384192,0,2,0,0,1,0,0,1,0,0,0,0,19,0,0,0,0,0,31.5,1
CAN-R3PHPYEEK1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,-238.0,111.0,0,0.0,4,0.0018571428571428905,0.0,0.5870406509632672,-0.9171913898384909,0.4188128109921667,-0.6483414717790872,1,-1,0,1,-2,0,2,0.93214748161279,1,-3,1,1,-1,0,0,0,1,1,0,0,111,0,0,1,0,0,34.0,1
CAN-GEF1VJ7QX6,2,0,2,0,0,2,1,1,0,1,1,3,0,3,0,159.0,-118.0,0,-0.019480519480519487,-4,0.005551948051948141,-0.019480519480519487,-0.05165113290948706,1.4787321253112935,-0.29215023393145745,2.0077888170778624,-1,1,0,0,2,-1,0,-0.22013162919991386,0,3,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,38.0,2
CAN-HLSGCN77EL,2,1,1,0,1,1,1,0,1,0,1,2,1,1,0,-480.0,-324.0,0,-0.010256410256410262,0,0.0009230769230769154,-0.03076923076923077,0.8619444882781122,0.7976023276354137,0.7236136972698668,0.7668982540108897,1,-1,1,1,-1,0,0,0.8908211263739888,1,-2,1,1,1,0,1,0,1,-1,0,-1,-798,0,0,-1,0,-1,17.5,0
CAN-904QY0RZS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,45.0,0,0.0,0,0.0,0.0,-0.5182352520261135,-0.10544570701564782,-0.31370643048994706,-0.1473629962856029,0,0,0,0,0,0,0,-0.25815734484428887,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-X7U9K0AVRB,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-51.0,163.0,0,0.0,-4,0.0004945054945054705,-0.016483516483516508,0.04250970301492174,-0.0638489442980264,0.1700937479157143,-0.5301215558947123,1,-1,0,0,0,1,0,0.19214858874573482,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
