candidate_record_id,evidence_group,unanchored_class_changed,experimental_anchored_class_changed,total_variation_probability_change,mean_absolute_probability_change,p_review_warranted_change,experimental_anchor_t1_weight
CAN-NHMJBRK932,meaningful_new_evidence,0,0,0.05464467041225857,0.03642978027483904,0.05464467041225862,1.0
CAN-IFIZCREAJR,meaningful_new_evidence,0,0,0.044226492216047436,0.029484328144031624,0.04422649221604752,1.0
CAN-1X57WHN0J7,meaningful_new_evidence,0,0,0.06887441548864062,0.045916276992427084,0.001459934017141784,1.0
CAN-CLEUNC19DV,meaningful_new_evidence,0,0,0.06180689914120696,0.04120459942747131,0.061806899141206906,1.0
CAN-M0KKA58DHR,meaningful_new_evidence,0,0,0.02649015413654965,0.017660102757699764,0.01820669604456321,1.0
CAN-9ZM7HL9Y5G,meaningful_new_evidence,0,0,0.05930954548257955,0.039539696988386365,0.013322607114741702,1.0
CAN-RMRHOO4AUP,meaningful_new_evidence,0,0,0.02451742872831629,0.016344952485544195,0.010785429317806988,1.0
CAN-6AN0QBDOF5,meaningful_new_evidence,0,0,0.08257869783204763,0.05505246522136509,0.04017021283857097,1.0
CAN-2MPURR6EKX,meaningful_new_evidence,1,1,0.1585964534100871,0.10573096894005807,-0.1585964534100872,1.0
CAN-EE7Z5EEB5J,meaningful_new_evidence,0,0,0.13720687351625532,0.09147124901083688,0.00031388303173218723,1.0
CAN-HVCNGYMXX3,meaningful_new_evidence,1,1,0.1825529125443555,0.12170194169623699,-0.18255291254435552,1.0
CAN-KD1ZF7S9U7,meaningful_new_evidence,0,0,0.08089323309703471,0.0539288220646898,0.03555908238332672,1.0
CAN-UXDVA5TLO4,meaningful_new_evidence,0,0,0.09363334560641347,0.06242223040427564,0.020174142024695224,1.0
CAN-N0S7XJHDKS,effectively_no_meaningful_update,0,0,0.12519505140830578,0.08346336760553719,-0.10540514597467027,0.0
CAN-UIQ0IZZH3U,meaningful_new_evidence,0,0,0.020063536110225738,0.013375690740150492,0.0009501586677792551,1.0
CAN-EI501ASQX7,meaningful_new_evidence,1,1,0.1562262050174323,0.10415080334495487,-0.12847291118282117,1.0
CAN-QD4LR7DKFT,meaningful_new_evidence,1,1,0.1422304902171656,0.09482032681144374,-0.1422304902171656,1.0
CAN-AKU6LOCB4L,meaningful_new_evidence,1,1,0.16427323723699733,0.10951549149133155,0.16427323723699733,1.0
CAN-1YKTMWTQCO,meaningful_new_evidence,1,1,0.06925546903416097,0.04617031268944064,-0.06925546903416097,1.0
CAN-IM7Q60R0U2,meaningful_new_evidence,0,0,0.07061797846238922,0.04707865230825948,-0.008540762570165561,1.0
CAN-LESLCQVDHO,meaningful_new_evidence,1,1,0.24535575552567285,0.1635705036837819,-0.24535575552567293,1.0
CAN-7QHRLRPSQX,meaningful_new_evidence,1,1,0.1521411106020415,0.10142740706802766,0.0986021906247565,1.0
CAN-XJ1Q28S4KZ,meaningful_new_evidence,1,1,0.06618595424948037,0.04412396949965358,0.06618595424948037,1.0
CAN-IZBR0LM8U7,meaningful_new_evidence,1,1,0.1159849172613119,0.07732327817420794,0.11598491726131188,1.0
CAN-7UAP7EYHSC,meaningful_new_evidence,1,1,0.06251388467351904,0.04167592311567936,0.05312750341756883,1.0
CAN-RLGQPMGSSE,meaningful_new_evidence,0,0,0.0455888858891717,0.03039259059278113,0.028650769429085995,1.0
CAN-4IC24CXPO1,meaningful_new_evidence,1,1,0.13838965594731273,0.09225977063154182,-0.10498914149845212,1.0
CAN-EHXPPTLQBY,meaningful_new_evidence,0,0,0.019160654368273633,0.01277376957884909,0.011223844140292594,1.0
CAN-6VI2U35ZD4,meaningful_new_evidence,0,0,0.14741406991226708,0.09827604660817806,0.05093592783054311,1.0
CAN-64QJVOVETZ,meaningful_new_evidence,0,0,0.008513857124332655,0.005675904749555104,0.008513857124332697,1.0
CAN-3PXA1B9HYM,meaningful_new_evidence,1,1,0.20797120647944745,0.1386474709862983,-0.0243507385652669,1.0
CAN-IIX700I4WV,meaningful_new_evidence,0,0,0.08791676609034622,0.05861117739356415,-0.06114745887900863,1.0
CAN-191AK2QVOK,effectively_no_meaningful_update,1,0,0.20152863655685005,0.13435242437123338,-0.026237918251439202,0.0
CAN-THQMCSBJ89,meaningful_new_evidence,0,0,0.08340393664250385,0.055602624428335905,-0.017637734777564112,1.0
CAN-O5Y5AVCZGN,meaningful_new_evidence,0,0,0.026249352345407193,0.01749956823027146,0.02624935234540718,1.0
CAN-D5U7ROV0X8,meaningful_new_evidence,1,1,0.1446128332510926,0.0964085555007284,0.14461283325109242,1.0
CAN-468C4VLST0,meaningful_new_evidence,1,1,0.2841287039155846,0.18941913594372306,-0.28412870391558465,1.0
CAN-KWRZVTLL63,meaningful_new_evidence,0,0,0.12687635199304553,0.08458423466203036,0.12687635199304553,1.0
CAN-WVB7HERXFT,meaningful_new_evidence,0,0,0.1316884079867822,0.08779227199118812,0.038296356530156006,1.0
CAN-SKINZQ1AJ4,meaningful_new_evidence,1,1,0.08135033863160093,0.05423355908773395,0.0813503386316009,1.0
CAN-JTDKT4H63Z,meaningful_new_evidence,1,1,0.1156831233788785,0.07712208225258567,0.03778966045968371,1.0
CAN-BKQVJ8VXWH,meaningful_new_evidence,0,0,0.010418204247792329,0.006945469498528219,0.010418204247792273,1.0
CAN-DTR3CPHUK6,meaningful_new_evidence,1,1,0.07749868933977072,0.05166579289318048,-0.026248395581168482,1.0
CAN-5BA176WYPD,meaningful_new_evidence,0,0,0.09741875777889213,0.06494583851926142,0.09741875777889214,1.0
CAN-XZGSF8B3JV,meaningful_new_evidence,1,1,0.10476990310455211,0.0698466020697014,-0.004284914342255031,1.0
CAN-SC9DO8W5J5,meaningful_new_evidence,0,0,0.06013400259914428,0.04008933506609619,-0.011359727089522209,1.0
CAN-ZQP7E8HER3,meaningful_new_evidence,0,0,0.08592199451288546,0.057281329675256974,0.04393288563250121,1.0
CAN-I0MWENXOTY,meaningful_new_evidence,1,1,0.30594802605639304,0.20396535070426203,-0.0504122755333513,1.0
CAN-1UYPENWMGJ,meaningful_new_evidence,0,0,0.04362536367132769,0.029083575780885124,-0.02228590462513591,1.0
CAN-UZDR02LKO1,meaningful_new_evidence,1,1,0.12098561430472249,0.08065707620314833,0.054939685951238604,1.0
CAN-FSZ8NOV16A,meaningful_new_evidence,0,0,0.038353164474047186,0.025568776316031456,0.031071373715842676,1.0
CAN-GOD7UJF6M7,meaningful_new_evidence,1,1,0.22906437018918316,0.1527095801261221,0.08409357580006022,1.0
CAN-KDEEVPDOW9,meaningful_new_evidence,1,1,0.14130204668995117,0.09420136445996745,-0.14130204668995122,1.0
CAN-Q5C78MTOOK,meaningful_new_evidence,1,1,0.13362343214045574,0.08908228809363716,0.08766883272983472,1.0
CAN-CDUMETTYPE,meaningful_new_evidence,1,1,0.15354179086743588,0.10236119391162392,0.014164817447547218,1.0
CAN-PY89UC3J9T,meaningful_new_evidence,0,0,0.059193112387991575,0.03946207492532772,-0.0036427906824829104,1.0
CAN-20EOQMNOQ2,meaningful_new_evidence,1,1,0.07708181715946173,0.05138787810630782,0.031069627166025904,1.0
CAN-EVA29FK9F6,meaningful_new_evidence,0,0,0.043193386262189715,0.02879559084145981,-0.022739815719065304,1.0
CAN-CXGA8U0F7G,meaningful_new_evidence,1,1,0.32358769040202023,0.21572512693468016,-0.3235876904020202,1.0
CAN-DNSY0NQXQH,meaningful_new_evidence,1,1,0.12527239454765313,0.08351492969843542,-0.1252723945476531,1.0
CAN-2WCUYCZLGC,meaningful_new_evidence,1,1,0.22289699744240754,0.14859799829493836,-0.22289699744240754,1.0
CAN-04SQTTD9C3,meaningful_new_evidence,0,0,0.14067708291423447,0.09378472194282299,0.14067708291423453,1.0
CAN-MQ59SS7DOP,meaningful_new_evidence,0,0,0.04806528777303716,0.032043525182024774,0.02528807978640868,1.0
CAN-LMK4SQJNJB,effectively_no_meaningful_update,0,0,0.16022015574122705,0.10681343716081804,-0.009362184023446185,0.0
CAN-WI4UCHZOFT,meaningful_new_evidence,0,0,0.05057129938593467,0.03371419959062311,0.0430295066123961,1.0
CAN-P12X743686,meaningful_new_evidence,0,0,0.07093347123751492,0.04728898082500995,-0.059142129115992814,1.0
CAN-BTYY7ZLQ56,meaningful_new_evidence,1,1,0.018949785799908414,0.012633190533272276,0.018949785799908525,1.0
CAN-P6X9R03Q3J,meaningful_new_evidence,0,0,0.04653253253399513,0.03102168835599675,-0.0465325325339952,1.0
CAN-IPNCJDZ54T,meaningful_new_evidence,0,0,0.06208250510186039,0.041388336734573594,0.01689452023927429,1.0
CAN-ITN999KEYC,meaningful_new_evidence,0,0,0.2089364916382729,0.13929099442551526,0.0875258089421933,1.0
CAN-UDK39RGD1W,meaningful_new_evidence,1,1,0.19029904527009261,0.12686603018006173,-0.1902990452700925,1.0
CAN-ND8LO91L47,meaningful_new_evidence,1,1,0.11222995115274645,0.0748199674351643,0.0759887958036084,1.0
CAN-J5N3D4T4GN,meaningful_new_evidence,0,0,0.1068765828425493,0.07125105522836621,0.10687658284254942,1.0
CAN-4951V75Y38,meaningful_new_evidence,0,0,0.06654056833009066,0.04436037888672711,0.0665405683300907,1.0
CAN-5928K7ZDBG,meaningful_new_evidence,0,0,0.03594254896443899,0.023961699309625994,-0.012003508889599779,1.0
CAN-PNX3SD831X,meaningful_new_evidence,0,0,0.04120095051621292,0.027467300344141948,-0.04120095051621292,1.0
CAN-CEQB0QKOX2,meaningful_new_evidence,0,0,0.05614495053290923,0.037429967021939486,-0.0340964890792029,1.0
CAN-DS3DK6RXD1,meaningful_new_evidence,0,0,0.045002931203963537,0.03000195413597569,0.04500293120396359,1.0
CAN-K2LJANBL89,meaningful_new_evidence,1,1,0.09287590618819247,0.06191727079212831,0.07579797151850931,1.0
CAN-03SOA50706,meaningful_new_evidence,0,0,0.03184826061067632,0.021232173740450878,-0.028660910678323603,1.0
CAN-M7WUVR4LA6,meaningful_new_evidence,1,1,0.061693467887702746,0.04112897859180183,-0.005706334885165587,1.0
CAN-OPHJC7Q0NP,meaningful_new_evidence,0,0,0.07472302298251436,0.04981534865500958,-0.010894233419179306,1.0
CAN-68RVPSB5WA,meaningful_new_evidence,1,1,0.2693904716561636,0.17959364777077572,0.035811776851806115,1.0
CAN-ZC367U8MCT,meaningful_new_evidence,0,0,0.04548851416141789,0.030325676107611926,-0.04462179745437789,1.0
CAN-CHWXWJI5I6,meaningful_new_evidence,1,1,0.1434559197808293,0.0956372798538862,0.019711089272707927,1.0
CAN-HZ0V5WKKFN,meaningful_new_evidence,1,1,0.06430108501385962,0.042867390009239746,0.06430108501385962,1.0
CAN-7BXEXQ142K,meaningful_new_evidence,0,0,0.05824991228929438,0.03883327485952959,-0.007606036010837591,1.0
CAN-0VNHM5QMG1,meaningful_new_evidence,1,1,0.04234837397022351,0.028232249313482338,0.04234837397022351,1.0
CAN-V5CLVQ5YL4,meaningful_new_evidence,0,0,0.1203675148963926,0.0802450099309284,-0.008223739375809502,1.0
CAN-DZXMWXLD7O,effectively_no_meaningful_update,0,0,0.1374762166118027,0.09165081107453514,-0.12293914735779232,0.0
CAN-UB75DH9C1J,meaningful_new_evidence,0,0,0.01801887401628019,0.012012582677520126,-0.0036303806280608697,1.0
CAN-HNA0DO02SK,meaningful_new_evidence,1,1,0.06042250231682883,0.04028166821121922,-0.056577063643038716,1.0
CAN-YSEBEYWZT7,meaningful_new_evidence,0,0,0.08789150312394908,0.05859433541596606,0.028138784107259285,1.0
CAN-E1X8L2KGLL,meaningful_new_evidence,1,1,0.1333328315042528,0.08888855433616853,-0.1333328315042528,1.0
CAN-ZQGQIM53MG,meaningful_new_evidence,0,0,0.11083127881328138,0.07388751920885425,0.11083127881328136,1.0
CAN-L5Y66INP2I,meaningful_new_evidence,0,0,0.07855991121490496,0.05237327414326998,0.07855991121490502,1.0
CAN-POYYFBJ4HM,meaningful_new_evidence,0,0,0.059362720578901074,0.039575147052600713,-0.021326340859289417,1.0
CAN-ZKFSI428I3,meaningful_new_evidence,0,0,0.034917411081704486,0.023278274054469656,0.01883079369724161,1.0
CAN-ZHYA5MZ4DS,meaningful_new_evidence,0,0,0.016159117789239244,0.010772745192826163,0.001749033286514684,1.0
CAN-J22ZL5BNJV,meaningful_new_evidence,1,1,0.04173935805083563,0.027826238700557088,-0.024944188019501407,1.0
CAN-7YA3H4Q327,meaningful_new_evidence,0,0,0.030700770894746765,0.020467180596497842,-0.002762914430298913,1.0
CAN-8QN7S36U8X,meaningful_new_evidence,1,1,0.14877373246696185,0.0991824883113079,-0.14877373246696168,1.0
CAN-BX0OC7ZN96,meaningful_new_evidence,0,0,0.07593709034639012,0.05062472689759342,-0.026076027334631713,1.0
CAN-53F6TXG87U,meaningful_new_evidence,0,0,0.12658164870141025,0.08438776580094016,0.07409446214576942,1.0
CAN-B2RFIRNQFS,meaningful_new_evidence,0,0,0.1367338229159366,0.09115588194395774,-0.0699026137278776,1.0
CAN-P141AIPI0F,meaningful_new_evidence,1,1,0.0956973712141665,0.063798247476111,-0.0459582942676619,1.0
CAN-7MSAL7ODAJ,effectively_no_meaningful_update,0,0,0.04659661004687861,0.031064406697919072,-0.046596610046878706,0.0
CAN-5B9F2EMO57,meaningful_new_evidence,1,1,0.0923460463586589,0.061564030905772595,-0.06828421879936059,1.0
CAN-1JJA9ZZRUE,meaningful_new_evidence,1,1,0.07803555027035891,0.052023700180239274,-0.0561396672102199,1.0
CAN-CE82WSAY7G,meaningful_new_evidence,1,1,0.16756391574164808,0.11170927716109873,0.1476402518609276,1.0
CAN-FVQJAT5IRF,meaningful_new_evidence,0,0,0.01970213008733873,0.013134753391559154,-0.01970213008733862,1.0
CAN-VA4F1IOIT1,effectively_no_meaningful_update,0,0,0.052332266857976095,0.0348881779053174,-0.052332266857976206,0.0
CAN-BLSFQOXM95,meaningful_new_evidence,1,1,0.11002356396699896,0.07334904264466598,-0.11002356396699892,1.0
CAN-5N8Q30KU98,meaningful_new_evidence,0,0,0.09373876868756073,0.06249251245837382,0.07170381800097898,1.0
CAN-EYBHZ1YAKV,meaningful_new_evidence,1,1,0.1140298137933957,0.0760198758622638,-0.025408690302905185,1.0
CAN-CDIOWHA4WJ,meaningful_new_evidence,0,0,0.013309712095424697,0.008873141396949799,0.012084799089568998,1.0
CAN-VRDP4TN54F,meaningful_new_evidence,1,1,0.09973897251758213,0.06649264834505475,0.09973897251758213,1.0
CAN-4SEI7RJMCN,meaningful_new_evidence,0,0,0.018035744955310046,0.012023829970206698,-0.0016320155342227083,1.0
CAN-SUYDBXKKJA,meaningful_new_evidence,1,1,0.03462469258878431,0.023083128392522873,0.010961895784122933,1.0
CAN-O6FNY4RICI,meaningful_new_evidence,0,0,0.05582920500757982,0.03721947000505321,-0.005431751201906698,1.0
CAN-5UZ037S4KR,meaningful_new_evidence,0,0,0.012138204102589964,0.00809213606839331,-0.0022682704238833895,1.0
CAN-C23PYPW7XS,meaningful_new_evidence,0,0,0.10897353936956444,0.0726490262463763,0.10897353936956439,1.0
CAN-EXK9OLZABV,meaningful_new_evidence,1,1,0.051053563481927106,0.034035708987951406,-0.05105356348192708,1.0
CAN-CKQFGKZ8ET,meaningful_new_evidence,1,1,0.1732201163078524,0.11548007753856826,-0.08228477840028481,1.0
CAN-EA8OCHR6LT,meaningful_new_evidence,0,0,0.14487776856342985,0.09658517904228657,-0.07376750900304241,1.0
CAN-KXX21O6CF8,meaningful_new_evidence,1,1,0.059326515703383015,0.03955101046892201,0.05932651570338299,1.0
CAN-IB4SZQAQOX,meaningful_new_evidence,0,0,0.09339090805685293,0.06226060537123529,0.09090273030715007,1.0
CAN-8MPI2D3CK7,meaningful_new_evidence,0,0,0.059930728380076,0.03995381892005067,0.05993072838007607,1.0
CAN-Q7W3OZA39G,meaningful_new_evidence,1,1,0.213804291003512,0.14253619400234133,0.006760749122536519,1.0
CAN-VJEUWGBQ5N,meaningful_new_evidence,1,1,0.10163032409004384,0.06775354939336256,0.054592911727613797,1.0
CAN-SBRPNCOJ22,meaningful_new_evidence,0,0,0.014354654195397387,0.009569769463598258,0.008250093627153954,1.0
CAN-Y594SDI065,meaningful_new_evidence,1,1,0.11211216098251622,0.07474144065501082,-0.06395711896319672,1.0
CAN-MUKCB0C8Z7,meaningful_new_evidence,1,1,0.1411619862735523,0.09410799084903487,0.08118482511916691,1.0
CAN-SNZDPP08O7,meaningful_new_evidence,0,0,0.10075648259562482,0.06717098839708321,0.02958313953232919,1.0
CAN-4XSVYZ1X9D,meaningful_new_evidence,0,0,0.10403865825796518,0.06935910550531012,0.1040386582579651,1.0
CAN-P2R35X4LK5,meaningful_new_evidence,0,0,0.14000185938748264,0.09333457292498842,0.08004000415880819,1.0
CAN-VT4PWKOXUS,meaningful_new_evidence,1,1,0.15449426722392828,0.10299617814928552,-0.011088607611399598,1.0
CAN-ZQRUMJM556,meaningful_new_evidence,0,0,0.06968925401024763,0.046459502673498417,-0.06968925401024756,1.0
CAN-4TSWEE9R6Z,meaningful_new_evidence,0,0,0.016005500565810155,0.010670333710540103,0.012388724444719112,1.0
CAN-W8CTQGKT5C,meaningful_new_evidence,0,0,0.16438708853776948,0.10959139235851299,0.07128498576597729,1.0
CAN-463N7412VV,meaningful_new_evidence,1,1,0.20942706395337837,0.13961804263558558,0.0833067164353575,1.0
CAN-TKAH1QX1IS,meaningful_new_evidence,0,0,0.10655318118125179,0.07103545412083452,0.0160505773443253,1.0
CAN-3ZOGLNPW4J,effectively_no_meaningful_update,0,0,0.08249299002017715,0.054995326680118105,-0.04679107476978822,0.0
CAN-C95PRDB8H5,meaningful_new_evidence,1,1,0.014226180817765652,0.009484120545177102,0.014226180817765721,1.0
CAN-FLB26FQBSY,meaningful_new_evidence,0,0,0.05199923031509762,0.034666153543398415,-0.05199923031509768,1.0
CAN-M1JPVUR3GG,meaningful_new_evidence,0,0,0.026887951548340006,0.01792530103222667,0.0114967250809338,1.0
CAN-EXX9Z6P6AQ,meaningful_new_evidence,0,0,0.05185445258311709,0.03456963505541139,-0.03650125281559019,1.0
CAN-5UNJ1IYNFC,meaningful_new_evidence,0,0,0.10252124029108149,0.06834749352738766,0.06795398848525469,1.0
CAN-DHYU8058GB,meaningful_new_evidence,0,0,0.12000617704341544,0.08000411802894362,0.07981294988176818,1.0
CAN-X990X4NTW9,meaningful_new_evidence,0,0,0.1394147392384936,0.09294315949232906,-0.13941473923849368,1.0
CAN-BA9968EYRJ,meaningful_new_evidence,1,1,0.18847125066324855,0.1256475004421657,0.037205174329129176,1.0
CAN-HA8KUN0WZM,meaningful_new_evidence,1,1,0.1541750785211344,0.10278338568075628,-0.07304420278243012,1.0
CAN-G1NNPGEIYV,meaningful_new_evidence,0,0,0.09758455885728205,0.06505637257152137,-0.0348616478167693,1.0
CAN-QA4FHEXW5P,meaningful_new_evidence,0,0,0.03253780705406077,0.02169187136937385,-0.013887221405955996,1.0
CAN-3I19ZP36I9,meaningful_new_evidence,1,1,0.13078570722980426,0.08719047148653618,0.1307857072298042,1.0
CAN-CCPFH831H8,meaningful_new_evidence,1,1,0.063843318401887,0.04256221226792467,-0.0636689453199602,1.0
CAN-68JO2AOOLN,meaningful_new_evidence,1,1,0.16396227711187925,0.10930818474125283,0.07226931944434462,1.0
CAN-WMYE9H5KHU,meaningful_new_evidence,1,1,0.1076997184294037,0.07179981228626914,-0.073292458682382,1.0
CAN-FJX07HR7GV,meaningful_new_evidence,1,1,0.1875211583411701,0.12501410556078008,-0.04768241215230201,1.0
CAN-6JU6IV3QWZ,meaningful_new_evidence,0,0,0.027198912301509337,0.018132608201006224,0.02719891230150928,1.0
CAN-P5HUGFHPXJ,meaningful_new_evidence,0,0,0.06666510961092059,0.044443406407280395,0.0035575390922290007,1.0
CAN-B5T6J9IGVO,meaningful_new_evidence,0,0,0.07592818621972677,0.05061879081315118,0.049730325003328746,1.0
CAN-EP1FWWYT5L,meaningful_new_evidence,0,0,0.014823899908099375,0.009882599938732917,0.014823899908099403,1.0
CAN-493M7TF4O0,meaningful_new_evidence,0,0,0.10884764404451107,0.07256509602967405,-0.108847644044511,1.0
CAN-BQFZRQIAAC,meaningful_new_evidence,0,0,0.03448768477152911,0.022991789847686073,0.03448768477152908,1.0
CAN-MZZ4FPINN4,meaningful_new_evidence,0,0,0.05045748734644476,0.033638324897629836,0.029103397012341103,1.0
CAN-4EREBM89SL,meaningful_new_evidence,1,1,0.04960095390830482,0.03306730260553655,0.03772046602897383,1.0
CAN-ZI8FNVSFG9,meaningful_new_evidence,0,0,0.061378062805556466,0.04091870853703764,-0.00854732429151589,1.0
CAN-S5VDYLAEZ3,meaningful_new_evidence,0,0,0.09855151188085731,0.06570100792057154,-0.0137700028593917,1.0
CAN-BMST5F8TX8,meaningful_new_evidence,0,0,0.06885176942121006,0.04590117961414004,-0.0688517694212101,1.0
CAN-YHMC9LWJOV,meaningful_new_evidence,1,1,0.10548964735557186,0.07032643157038124,0.10548964735557181,1.0
CAN-L6R3TUW2QX,meaningful_new_evidence,1,1,0.10580612393937253,0.07053741595958168,-0.07395467747704426,1.0
CAN-Q099X4BO4W,meaningful_new_evidence,0,0,0.07255893322848395,0.04837262215232263,0.01574794401059329,1.0
CAN-MD9OOYLNOO,meaningful_new_evidence,0,0,0.04954594233893839,0.033030628225958925,-0.009184822879057808,1.0
CAN-8IJW1MUR9P,meaningful_new_evidence,0,0,0.038678238749827926,0.025785492499885283,-0.01047653613600541,1.0
CAN-GIKP6V7M7W,meaningful_new_evidence,1,1,0.0669019945853479,0.044601329723565265,0.0437291323406887,1.0
CAN-8LJDSFU9PS,meaningful_new_evidence,0,0,0.019598273843069433,0.013065515895379623,-0.01959827384306939,1.0
CAN-Z1XYM6FTX3,meaningful_new_evidence,0,0,0.0843204822293597,0.05621365481957313,-0.03654358338228353,1.0
CAN-VK34SEX2CP,meaningful_new_evidence,0,0,0.1201228110773885,0.08008187405159232,0.028875035493564682,1.0
CAN-OFFUH6YKHG,meaningful_new_evidence,1,1,0.10848567768485458,0.07232378512323638,-0.10848567768485451,1.0
CAN-YDM0XP1HOH,meaningful_new_evidence,0,0,0.10447540093633843,0.06965026729089228,0.059387036844182284,1.0
CAN-7O5QHIAXWO,meaningful_new_evidence,1,1,0.04707213828916654,0.03138142552611103,-0.0470721382891664,1.0
CAN-Q1QZ554X7K,meaningful_new_evidence,0,0,0.10527394445530491,0.07018262963686994,0.10527394445530491,1.0
CAN-BH3C6IEB8I,meaningful_new_evidence,1,1,0.08758626026705268,0.05839084017803512,0.037346581011341584,1.0
CAN-39Y9G72MIO,meaningful_new_evidence,0,0,0.013834816945119302,0.0092232112967462,-0.013834816945119316,1.0
CAN-XYOU56EHKP,meaningful_new_evidence,0,0,0.048105167277485816,0.032070111518323875,-0.04235563409596449,1.0
CAN-ZZBODF5P74,meaningful_new_evidence,0,0,0.02095626521140792,0.013970843474271947,0.00862613624457853,1.0
CAN-U9V638WTS5,meaningful_new_evidence,1,1,0.13929382743821483,0.09286255162547656,0.1125222044973333,1.0
CAN-MUQIMQ5D1W,meaningful_new_evidence,0,0,0.05896443048384581,0.039309620322563875,0.03518985206784753,1.0
CAN-M6EOIY5QR1,meaningful_new_evidence,1,1,0.06095451182048667,0.04063634121365778,0.05325875417687215,1.0
CAN-G5QOBJADAS,meaningful_new_evidence,1,1,0.15531020731988823,0.10354013821325882,0.09280595324721351,1.0
CAN-NI2190BIK3,effectively_no_meaningful_update,0,0,0.13009052946218258,0.08672701964145506,0.043049612687696304,0.0
CAN-RZP4Y2YPY2,meaningful_new_evidence,1,1,0.13292826048072653,0.08861884032048435,0.1071314049448957,1.0
CAN-7P7GGNUJLZ,meaningful_new_evidence,0,0,0.06063970514248923,0.04042647009499282,0.06063970514248923,1.0
CAN-4FSR514EX8,meaningful_new_evidence,1,1,0.07237659685882575,0.048251064572550496,0.05531032523826129,1.0
CAN-4QG0NXTNEU,meaningful_new_evidence,1,1,0.2231406740993488,0.14876044939956587,-0.0318920486484561,1.0
CAN-08I548WZVQ,meaningful_new_evidence,1,1,0.15271791632509185,0.1018119442167279,-0.011781733204025202,1.0
CAN-M0FPZGY05U,meaningful_new_evidence,0,0,0.0362434025882703,0.024162268392180202,-0.0362434025882703,1.0
CAN-YPS1S4FRAH,meaningful_new_evidence,0,0,0.060513048801377506,0.04034203253425167,0.03830841661489859,1.0
CAN-SX82R8VFCO,meaningful_new_evidence,0,0,0.07592381888992127,0.05061587925994751,0.02247656261996539,1.0
CAN-XTFSGNKYEM,meaningful_new_evidence,0,0,0.03871984998962294,0.025813233326415292,0.017331164132770693,1.0
CAN-4HICC8FK63,meaningful_new_evidence,1,1,0.025147117038399835,0.016764744692266558,-0.007757546466238108,1.0
CAN-7TLBQ8K0L3,meaningful_new_evidence,0,0,0.07396770109050291,0.04931180072700194,0.06655061273538543,1.0
CAN-TG9ECGCP2M,meaningful_new_evidence,1,1,0.12873967068452308,0.08582644712301539,0.04388348239380549,1.0
CAN-B9R2FOX4MV,meaningful_new_evidence,1,1,0.04234674400807689,0.028231162672051262,0.005470199172267487,1.0
CAN-4754JHPR3Z,meaningful_new_evidence,0,0,0.10452852009644659,0.06968568006429772,0.10452852009644659,1.0
CAN-4AYFJM3KCE,meaningful_new_evidence,1,1,0.11777307896899736,0.07851538597933157,-0.013729387229520995,1.0
CAN-N2CZ5H2W7Y,meaningful_new_evidence,0,0,0.10131384365387372,0.06754256243591582,-0.06246996827821971,1.0
CAN-KQZ2JVJKY3,meaningful_new_evidence,0,0,0.03787720171862263,0.02525146781241509,0.007753360174612811,1.0
CAN-OI7Y8309H8,meaningful_new_evidence,0,0,0.07337639502762594,0.04891759668508396,0.04188270502740088,1.0
CAN-KUIMVZZ9C4,meaningful_new_evidence,1,1,0.12640751214361304,0.0842716747624087,0.12640751214361307,1.0
CAN-E4AV35AF7X,effectively_no_meaningful_update,1,0,0.17286514207385817,0.11524342804923877,0.0275395178000028,0.0
CAN-E96N5QGL48,meaningful_new_evidence,0,0,0.02151044058826264,0.014340293725508426,-0.021510440588262514,1.0
CAN-B8OURXY71O,meaningful_new_evidence,0,0,0.091483683845307,0.060989122563538,0.06945994573573538,1.0
CAN-PJBMPMNOXN,meaningful_new_evidence,1,1,0.11467338145724104,0.07644892097149403,0.11467338145724099,1.0
CAN-XIKPC3W8XH,meaningful_new_evidence,1,1,0.10363663521166185,0.0690910901411079,0.008541002579201012,1.0
CAN-T0KAN3IE40,meaningful_new_evidence,0,0,0.07645268331018519,0.05096845554012346,-0.07645268331018518,1.0
CAN-C54BX2D2N3,meaningful_new_evidence,1,1,0.20620687111989416,0.13747124741326278,0.0548384051334533,1.0
CAN-8EFKUGHZJW,meaningful_new_evidence,1,1,0.08985353897519435,0.05990235931679624,-0.0773264292354533,1.0
CAN-6E6Z3F7KZS,meaningful_new_evidence,0,0,0.03780947358259504,0.025206315721730026,-0.01641868551925052,1.0
CAN-C00XAYLQRE,meaningful_new_evidence,1,1,0.06265364969915937,0.04176909979943958,0.06265364969915932,1.0
CAN-94H9TFE09J,meaningful_new_evidence,1,1,0.24712614479394512,0.1647507631959634,-0.24712614479394512,1.0
CAN-7I4DIAKHA3,meaningful_new_evidence,0,0,0.11742975122900548,0.07828650081933698,0.04025008475632709,1.0
CAN-CZNZTU9LN0,meaningful_new_evidence,0,0,0.09975048435289308,0.06650032290192871,0.06734780187627137,1.0
CAN-UBYZ2HSLZ8,meaningful_new_evidence,0,0,0.1414599814102782,0.09430665427351881,0.1005083185944877,1.0
CAN-P3LIB0M6CA,meaningful_new_evidence,1,1,0.06954115578780704,0.04636077052520469,0.04451411732962751,1.0
CAN-NP1DVS65FI,meaningful_new_evidence,0,0,0.0573822045970825,0.03825480306472167,-0.028891361646850217,1.0
