candidate_record_id,linked_record_count,source_diversity,state_missing_ratio,link_confidence_mean,oos_share_known_state,distinct_oos_states,active_address_oos_count,active_address_de_count,active_oos_credential_count,active_de_credential_count,de_count_90d,historical_oos_count_over_365d,days_since_latest_oos,latest_oos_recency_advantage_days,historical_oos_only,oos_decay_share_365d,recent_oos_independent_source_count_90d,recent_latest_source_oos_count_365d,recent_latest_source_de_count_365d,recent_cross_source_conflict_present_365d,de_residency_proxy_present,days_past_60_day_grace_proxy,post_60d_oos_vehicle_signal_count,post_60d_prior_state_persistence_any_present
CAN-3H5FQ2G6G9,14,5,0.0714285714285714,0.9557142857142856,0.5384615384615384,1,0,0,2,1,2,3,84.0,-24.0,0,0.536150304782514,1,2,3,1,1,0,0,0
CAN-01OY6INLR3,13,5,0.0769230769230769,0.948076923076923,0.4166666666666667,1,0,0,1,1,0,5,384.0,-155.0,1,0.2460236523325127,0,0,2,0,0,0,0,0
CAN-2PJTBJNSVO,12,5,0.0833333333333333,0.95,0.4545454545454545,1,1,0,0,0,0,4,354.0,-225.0,0,0.4724035744515052,0,1,1,1,1,0,0,0
CAN-66HW4T91JP,12,5,0.0,0.9425000000000002,0.5833333333333334,1,0,0,1,0,1,6,176.0,-134.0,0,0.4459753598049706,0,0,2,0,0,0,0,0
CAN-098EQUVCDX,13,5,0.0,0.9588461538461538,0.5384615384615384,1,0,0,0,1,1,7,478.0,-459.0,1,0.3811618984191761,0,0,3,0,1,0,0,0
CAN-N299WC79CU,13,5,0.0,0.9396153846153846,0.4615384615384615,1,0,1,1,2,0,3,13.0,165.0,0,0.5658364766601353,3,3,1,1,1,189,1,1
CAN-EQV7Z1S2AD,13,5,0.0,0.9530769230769232,0.4615384615384615,1,0,0,0,1,1,3,177.0,-95.0,0,0.5122959589339817,0,2,1,1,0,0,0,0
CAN-N64S7AMPIP,13,5,0.0769230769230769,0.9588461538461538,0.5,1,0,0,1,0,0,3,1.0,316.0,0,0.5337002619963335,1,3,2,1,1,0,0,0
CAN-3MIRZWS27N,13,5,0.0,0.9534615384615384,0.4615384615384615,1,1,0,0,2,0,0,50.0,146.0,0,0.686636457272459,2,4,0,0,0,0,0,0
CAN-2U2BRJ4KR4,14,5,0.0714285714285714,0.9621428571428572,0.4615384615384615,1,1,0,0,0,1,2,107.0,-84.0,0,0.5483958130523868,0,3,1,1,0,0,0,0
CAN-ECEIYXG3SE,13,5,0.0,0.9526923076923076,0.5384615384615384,1,0,0,1,1,0,4,43.0,303.0,0,0.6353264151482866,2,3,1,1,0,0,0,0
CAN-5TJ9R7A3M2,14,5,0.0,0.9585714285714284,0.5,1,1,1,0,0,0,5,65.0,474.0,0,0.6236196116091693,1,2,0,0,1,0,0,0
CAN-PN9UUJDL9V,3,1,0.0,0.9883333333333332,0.3333333333333333,1,0,0,0,2,0,1,576.0,-131.0,1,0.3608563255495791,0,0,0,0,0,0,0,0
CAN-EEEVKLFY0I,15,5,0.0666666666666666,0.9616666666666668,0.4285714285714285,2,0,1,1,0,0,5,42.0,73.0,0,0.358223669523947,1,1,3,1,0,0,0,0
CAN-VR0GIVZOH4,10,4,0.1,0.9440000000000002,0.4444444444444444,1,1,0,0,1,0,3,125.0,309.0,0,0.4303058905822787,0,1,0,0,0,0,0,0
CAN-T1SSDDEG5V,10,5,0.0,0.967,0.6,1,0,0,2,0,0,5,25.0,519.0,0,0.7474224251898747,1,1,0,0,0,0,0,0
CAN-QPR1AWPYKH,14,5,0.0,0.9621428571428572,0.4285714285714285,1,1,0,0,2,0,3,19.0,167.0,0,0.5147891557463686,3,3,1,1,0,0,0,0
CAN-MWVP09TERV,12,5,0.0,0.965,0.3333333333333333,1,0,0,0,2,0,2,164.0,-19.0,0,0.4220794926328713,0,2,2,1,1,2035,1,0
CAN-G4J0W7EEMW,16,5,0.0,0.955625,0.5625,1,0,1,1,0,0,9,415.0,-302.0,1,0.4567666225476732,0,0,2,0,1,183,0,0
CAN-YCF40NZVU7,12,5,0.1666666666666666,0.9591666666666666,0.6,2,0,0,1,0,0,4,156.0,-5.0,0,0.6659770839849516,0,1,1,1,1,0,0,0
CAN-J8G80IIUG8,13,5,0.0,0.9642307692307692,0.5384615384615384,1,1,0,0,2,0,3,143.0,266.0,0,0.6858985093390023,0,4,0,0,0,0,0,0
CAN-ZLSRVTTEPI,9,5,0.0,0.9483333333333334,0.6666666666666666,1,0,0,0,0,1,3,37.0,2.0,0,0.6948618417761746,1,3,1,1,0,0,0,0
CAN-2C8OUITUY1,14,5,0.0,0.9571428571428572,0.4285714285714285,1,1,0,1,1,0,3,39.0,432.0,0,0.5568889354040631,1,3,0,0,0,0,0,0
CAN-8KMU55B46B,13,5,0.0,0.9642307692307692,0.5384615384615384,1,0,0,2,0,0,5,207.0,256.0,0,0.623190059212605,0,2,0,0,0,0,0,0
CAN-U70Q0ZWNO7,14,5,0.0,0.9571428571428572,0.5,1,1,0,0,1,0,3,42.0,351.0,0,0.7192505321065193,1,3,0,0,0,0,0,0
CAN-XBQ7PR0FZE,11,5,0.0,0.9495454545454546,0.5454545454545454,1,0,0,1,0,1,5,260.0,-222.0,0,0.3105473022202397,0,1,2,1,0,0,0,0
CAN-96TNNMUA4B,10,5,0.0,0.963,0.4,1,0,0,0,0,1,3,97.0,-20.0,0,0.4730880670507625,0,1,1,1,1,823,0,0
CAN-OBLAR7VB20,13,5,0.0769230769230769,0.9642307692307692,0.3333333333333333,1,0,1,1,1,0,4,494.0,-293.0,1,0.2040646756034479,0,0,2,0,0,0,0,0
CAN-EJV67F76MM,13,5,0.0,0.9565384615384616,0.4615384615384615,1,0,1,1,0,0,5,248.0,-31.0,0,0.2803802317703803,0,1,2,1,1,365,0,0
CAN-5WXLCDU1YM,12,5,0.0,0.9591666666666666,0.4166666666666667,1,1,1,2,0,1,4,118.0,-80.0,0,0.28082092254696,0,1,2,1,1,0,0,0
CAN-IUUFVUPHKM,12,5,0.0833333333333333,0.9616666666666666,0.5454545454545454,1,0,0,0,1,1,5,317.0,-254.0,0,0.4204811467454343,0,1,2,1,1,0,0,0
CAN-N38HJKCQZV,13,5,0.0,0.9573076923076924,0.3846153846153846,1,0,1,0,1,1,5,490.0,-467.0,1,0.4491946310385792,0,0,1,0,0,0,0,0
CAN-K0J8SNKY8W,11,5,0.0,0.9559090909090908,0.7272727272727273,1,0,1,0,0,0,5,6.0,474.0,0,0.8141815290872682,1,3,0,0,0,0,0,0
CAN-Y919YG739E,16,5,0.0625,0.955625,0.4,3,1,0,1,0,0,4,111.0,227.0,0,0.5626458154055447,0,2,1,1,0,0,0,0
CAN-L9G0VP8LEJ,12,5,0.1666666666666666,0.9633333333333334,0.5,1,0,0,0,1,0,4,322.0,317.0,0,0.6715453917499646,0,1,0,0,0,0,0,0
CAN-67TJ1DRRLZ,12,5,0.0,0.9616666666666666,0.4166666666666667,1,0,1,0,0,1,4,359.0,-294.0,0,0.333936882325498,0,1,3,1,0,0,0,0
CAN-GFJ3MZCAYD,11,5,0.1818181818181818,0.9595454545454544,0.7777777777777778,1,1,0,2,0,0,3,99.0,209.0,0,0.8394614183761431,0,3,0,0,1,0,0,0
CAN-OU7BA0V6LR,14,5,0.0,0.9507142857142856,0.5,1,1,0,0,1,1,4,29.0,18.0,0,0.4550843161967711,1,3,2,1,0,0,0,0
CAN-LMC1Z4ZQ8J,13,5,0.0,0.9573076923076924,0.4615384615384615,1,0,0,0,1,1,4,322.0,-285.0,0,0.2736501020741915,0,1,3,1,1,0,0,0
CAN-2J68GJD87A,13,5,0.0769230769230769,0.9626923076923076,0.5,1,0,1,1,0,0,3,8.0,153.0,0,0.6159418322514946,1,3,1,1,1,101,1,1
CAN-NLF57Z5CMV,12,5,0.0833333333333333,0.9558333333333332,0.3636363636363636,1,0,1,0,1,0,3,266.0,-150.0,0,0.3539889106197328,0,1,2,1,1,106,0,0
CAN-QSAI1OEIIC,13,5,0.0,0.9596153846153844,0.3846153846153846,1,0,1,0,0,0,3,35.0,128.0,0,0.4435333990522699,1,2,1,1,0,0,0,0
CAN-CJ3DL3NHD8,10,5,0.0,0.946,0.6,1,0,0,0,1,0,4,142.0,563.0,0,0.7206063412658461,0,2,0,0,1,645,1,1
CAN-OOMVDFEYUV,15,5,0.0,0.949,0.6666666666666666,2,0,2,1,1,1,8,252.0,-228.0,0,0.496441855589837,0,2,1,1,0,0,0,0
CAN-K7E88RG7OQ,8,5,0.125,0.9625,0.5714285714285714,1,0,0,0,0,1,3,314.0,-291.0,0,0.3700730721412993,0,1,2,1,0,0,0,0
CAN-G7BUJDUCGL,10,5,0.0,0.9469999999999998,0.4,1,0,1,0,0,1,3,89.0,-35.0,0,0.292286740728988,1,1,2,1,0,0,0,0
CAN-IE8O6C6UEI,11,4,0.0,0.9640909090909092,0.4545454545454545,1,1,0,0,0,0,3,218.0,83.0,0,0.5382102511430085,0,2,1,1,1,0,0,0
CAN-YC0MGXPPUF,14,5,0.0,0.9571428571428572,0.4285714285714285,1,0,1,0,0,1,6,454.0,-380.0,1,0.2504027389005123,0,0,3,0,1,768,0,0
CAN-27AAIMFGFW,12,5,0.0833333333333333,0.9591666666666666,0.5454545454545454,1,1,0,0,0,0,5,124.0,229.0,0,0.5496940666153838,0,1,1,1,1,0,0,0
CAN-7TL05JT9OS,13,5,0.0769230769230769,0.9534615384615384,0.25,1,0,1,1,0,1,0,20.0,-4.0,0,0.3916446208208791,2,2,3,1,0,0,0,0
CAN-VOR94XRJJ2,13,5,0.0,0.945,0.4615384615384615,1,0,0,1,1,0,5,297.0,-84.0,0,0.5004287913458512,0,1,1,1,0,0,0,0
CAN-NLGJ92HXI3,12,5,0.0,0.9575,0.4166666666666667,1,0,0,0,2,1,5,393.0,-393.0,1,0.1422223388700832,0,0,4,0,1,0,0,0
CAN-M2PWJ6XUMX,12,5,0.0,0.9616666666666666,0.4166666666666667,1,1,0,1,0,0,2,101.0,245.0,0,0.6274849158654815,0,3,1,1,0,0,0,0
CAN-3VWAYUWQL0,10,5,0.1,0.9469999999999998,0.5555555555555556,1,0,0,0,1,1,3,64.0,-47.0,0,0.4600176102704897,1,1,1,1,0,0,0,0
CAN-ZVSVF9JQIF,13,5,0.0,0.9503846153846154,0.4615384615384615,1,0,1,0,0,0,5,183.0,-29.0,0,0.3376564450126912,0,1,3,1,0,0,0,0
CAN-6550M1NC3W,13,5,0.0769230769230769,0.9542307692307692,0.5833333333333334,1,1,0,1,0,1,4,71.0,1.0,0,0.4376151029700597,1,2,3,1,1,0,0,0
CAN-8MN6FGYCFL,11,5,0.1818181818181818,0.9495454545454546,0.7777777777777778,1,0,0,1,0,0,6,75.0,184.0,0,0.7355368726945418,1,1,1,1,0,0,0,0
CAN-AV6BNNLTOG,12,5,0.0,0.9466666666666668,0.4166666666666667,1,0,0,0,1,1,4,160.0,-105.0,0,0.2993286900527995,0,1,2,1,0,0,0,0
CAN-8YAM08E174,13,5,0.0,0.961153846153846,0.4615384615384615,1,0,1,0,0,1,3,141.0,-124.0,0,0.4716128769979704,0,3,2,1,1,646,1,1
CAN-TXJYTK45TU,11,5,0.0,0.9477272727272726,0.3636363636363636,1,0,1,1,0,0,3,90.0,388.0,0,0.4377681362526462,1,1,0,0,0,0,0,0
CAN-AUOX3D460D,13,5,0.0,0.9519230769230768,0.5384615384615384,1,0,1,0,1,2,5,129.0,-96.0,0,0.4877673458613081,0,2,2,1,0,0,0,0
CAN-QDNZ2FARWR,14,5,0.0714285714285714,0.9607142857142856,0.3846153846153846,1,0,2,0,0,2,3,118.0,-66.0,0,0.2963970298428585,0,2,3,1,0,0,0,0
CAN-75A7IZ1MQ4,12,5,0.0,0.96,0.5,1,0,1,1,0,0,5,196.0,78.0,0,0.5399147598500807,0,1,2,1,0,0,0,0
CAN-RPT0H49YM2,14,5,0.0,0.9442857142857142,0.4285714285714285,1,1,1,0,2,0,5,286.0,-25.0,0,0.4137083998917291,0,0,1,0,0,0,0,0
CAN-E910KT1T91,10,5,0.1,0.961,0.4444444444444444,1,1,0,0,0,0,3,243.0,556.0,0,0.7331441630332929,0,1,0,0,0,0,0,0
CAN-KVYIPBMY0T,9,5,0.0,0.9483333333333334,0.2222222222222222,1,0,1,0,2,2,1,18.0,2.0,0,0.2371352767028239,1,1,4,1,1,86,0,0
CAN-RC4TZIEOEP,15,5,0.0,0.9476666666666668,0.5333333333333333,1,0,0,1,1,1,7,190.0,-118.0,0,0.4407406807278888,0,0,1,0,0,0,0,0
CAN-59Q7ISNUV6,9,4,0.1111111111111111,0.9683333333333332,0.375,1,1,0,1,0,0,2,53.0,196.0,0,0.5744789620179893,1,1,1,1,1,0,0,0
CAN-0GQ9PBK2ST,14,5,0.0,0.9492857142857142,0.5,1,0,1,0,0,1,6,347.0,-284.0,0,0.3003820709523149,0,0,5,0,1,3,0,0
CAN-S88ZRNLLX5,12,5,0.0833333333333333,0.965,0.4545454545454545,1,1,1,0,1,0,1,1.0,446.0,0,0.6931473227325735,1,4,0,0,0,0,0,0
CAN-3ZVQKH4ARP,13,5,0.0769230769230769,0.948076923076923,0.4166666666666667,1,0,1,0,1,0,5,648.0,-407.0,1,0.2998561820673656,0,0,2,0,0,0,0,0
CAN-BUQTJZHU1J,11,5,0.0,0.9640909090909092,0.5454545454545454,1,0,1,0,0,0,4,187.0,-29.0,0,0.4535408088937214,0,2,2,1,0,0,0,0
CAN-V1G0V029FU,12,5,0.0,0.965,0.5833333333333334,1,0,0,0,0,0,5,18.0,77.0,0,0.6480709327276357,1,2,1,1,0,0,0,0
CAN-QPBWP48RLA,11,5,0.0,0.9595454545454544,0.3636363636363636,1,1,1,1,0,1,0,117.0,-101.0,0,0.4920332178124387,0,3,2,1,1,0,0,0
CAN-B56BGXA8LO,12,5,0.0,0.95,0.4166666666666667,1,1,1,0,1,2,3,7.0,54.0,0,0.3697455437596771,1,1,2,1,0,0,0,0
CAN-TSOFKYKT5F,9,5,0.0,0.9594444444444444,0.3333333333333333,1,0,0,0,0,0,1,84.0,91.0,0,0.5309179997052005,1,2,0,0,0,0,0,0
CAN-20E6VBIHA6,10,5,0.1,0.961,0.5555555555555556,1,1,1,1,1,0,0,29.0,273.0,0,0.7505109173340909,1,5,0,0,1,0,0,0
CAN-LNB8YGMU2T,20,5,0.0,0.9494999999999998,0.45,2,0,1,0,2,0,7,6.0,125.0,0,0.5107345068002586,1,1,2,1,1,393,1,0
CAN-4OKJZ5EWW9,11,5,0.0,0.9595454545454544,0.4545454545454545,1,1,1,1,1,0,3,9.0,84.0,0,0.5066930486528595,1,2,1,1,1,0,0,0
CAN-EBMY9D8WEL,14,5,0.0,0.9621428571428572,0.5,1,1,0,1,0,0,6,312.0,-123.0,0,0.4386287657884619,0,1,2,1,1,0,0,0
CAN-61BJ91FZ51,12,5,0.0,0.9575,0.3333333333333333,1,0,2,0,0,1,4,530.0,-517.0,1,0.1307775806041182,0,0,4,0,0,0,0,0
CAN-LATW66PPWY,12,5,0.0833333333333333,0.9475,0.6363636363636364,1,2,0,1,0,0,3,4.0,160.0,0,0.7751599500966454,3,3,0,0,0,0,0,0
CAN-MSQ0AJMH6F,10,5,0.0,0.949,0.3,1,0,0,0,1,0,2,123.0,71.0,0,0.3498368811227093,0,1,2,1,1,676,1,0
CAN-0MZTW1NTUJ,13,5,0.0,0.958076923076923,0.3076923076923077,1,0,2,0,0,0,3,9.0,90.0,0,0.3447612372540569,1,1,3,1,0,0,0,0
CAN-W5OF26TK6C,15,5,0.0,0.9523333333333334,0.3333333333333333,1,0,1,0,2,1,5,866.0,-782.0,1,0.1286940548778899,0,0,2,0,1,895,1,1
CAN-CUV5TX4BDQ,12,5,0.0,0.9633333333333334,0.4166666666666667,1,0,1,0,0,1,4,281.0,-194.0,0,0.3762197947814888,0,1,2,1,1,619,1,1
CAN-LCW3MATK1U,12,5,0.0,0.9591666666666666,0.4166666666666667,1,0,0,0,1,0,5,529.0,-216.0,1,0.4636733808875948,0,0,1,0,0,0,0,0
CAN-BOWPMESJ7W,15,5,0.0,0.9470000000000004,0.4666666666666667,1,0,1,1,0,1,4,30.0,21.0,0,0.54420341482914,2,1,1,1,1,445,1,1
CAN-N2OQ035YY8,12,5,0.0833333333333333,0.9591666666666666,0.3636363636363636,1,0,1,0,0,0,1,99.0,248.0,0,0.5184670052287398,0,3,1,1,1,611,1,0
CAN-682VA03Y7M,13,5,0.0,0.9588461538461538,0.4615384615384615,1,1,0,0,0,0,4,93.0,170.0,0,0.5699785994101911,0,2,2,1,1,0,0,0
CAN-A06QRWIBGE,12,5,0.0833333333333333,0.9633333333333334,0.6363636363636364,1,1,0,1,0,1,5,64.0,-63.0,0,0.5409558126349276,1,2,1,1,0,0,0,0
CAN-RKJI2HTQQE,12,5,0.0833333333333333,0.9633333333333334,0.5454545454545454,1,0,0,0,0,0,4,42.0,220.0,0,0.6551242702677257,2,2,1,1,1,1631,1,0
CAN-3IU2KGR8S4,12,5,0.0,0.9591666666666666,0.5,1,0,0,1,1,0,4,68.0,361.0,0,0.5940969396529926,1,2,0,0,0,0,0,0
CAN-15N3U1ZI93,16,5,0.125,0.9525,0.5714285714285714,1,0,0,0,0,0,6,74.0,21.0,0,0.5341121007611708,1,1,2,1,1,0,0,0
CAN-6QKP7Y1E1P,11,5,0.0,0.953181818181818,0.5454545454545454,1,1,0,0,0,0,2,26.0,222.0,0,0.7776494307937781,2,4,1,1,0,0,0,0
CAN-T532JHAMU3,13,5,0.0,0.9503846153846152,0.6153846153846154,1,1,0,1,0,2,6,117.0,-100.0,0,0.5514720203750288,0,2,2,1,1,0,0,0
CAN-WQW1TX27HP,11,5,0.0,0.9513636363636364,0.3636363636363636,1,0,1,0,0,0,3,100.0,22.0,0,0.4213439743881441,0,1,3,1,1,62,0,0
CAN-YQTWDFB6SA,11,5,0.0,0.9559090909090908,0.5454545454545454,1,0,1,1,0,0,3,158.0,65.0,0,0.580823362643921,0,1,2,1,1,163,2,1
CAN-XO6BHP5SUW,3,1,0.0,0.9816666666666666,0.3333333333333333,1,0,0,0,0,1,1,404.0,-395.0,1,0.3153332796772046,0,0,1,0,0,0,0,0
CAN-V1H9XNY6SD,11,5,0.0,0.9577272727272728,0.3636363636363636,1,0,0,0,1,1,3,7.0,38.0,0,0.4458010261406835,1,1,1,1,0,0,0,0
CAN-JFNRSG5DEB,10,5,0.2,0.956,0.5,1,1,1,0,0,0,3,52.0,156.0,0,0.5014575061486986,1,1,1,1,0,0,0,0
CAN-85MRMB1UAP,12,5,0.0,0.9533333333333333,0.5,1,0,0,0,0,0,4,34.0,201.0,0,0.7562461237453719,1,2,0,0,0,0,0,0
CAN-7H7V0GW2JV,14,5,0.0,0.9621428571428572,0.5,1,0,1,0,0,0,4,120.0,263.0,0,0.5024379236487272,0,3,0,0,1,611,1,1
CAN-1YHRPUF1EV,13,5,0.0,0.9653846153846154,0.4615384615384615,1,1,0,0,0,2,3,142.0,-141.0,0,0.4482264525075992,0,2,2,1,0,0,0,0
CAN-R86U0E2XY5,14,5,0.0,0.9485714285714284,0.5,1,1,0,2,1,0,3,68.0,145.0,0,0.7034791624046702,1,3,1,1,0,0,0,0
CAN-V0NQJKE3GS,12,5,0.0,0.9633333333333334,0.5,1,0,1,0,1,1,3,126.0,-113.0,0,0.4482058295200911,0,2,2,1,1,0,0,0
CAN-T5N81TJW39,14,5,0.0,0.9635714285714286,0.5,1,1,0,0,1,0,6,165.0,163.0,0,0.5385246774633629,0,1,1,1,1,0,0,0
CAN-NESOC2P7PV,13,5,0.0769230769230769,0.9626923076923076,0.4166666666666667,1,0,1,0,1,0,4,301.0,85.0,0,0.3244939790972871,0,1,0,0,1,415,0,0
CAN-YJE11UB1BC,10,5,0.1,0.949,0.5555555555555556,1,0,0,1,0,1,3,127.0,-68.0,0,0.5026711993237056,0,2,2,1,0,0,0,0
CAN-N4SPMVR96E,14,5,0.0,0.9635714285714286,0.4285714285714285,1,0,0,1,1,2,5,177.0,-174.0,0,0.3115075441478141,0,1,3,1,1,0,0,0
CAN-VFG3MH2SQ7,11,5,0.0,0.9659090909090908,0.4545454545454545,1,0,1,0,1,1,4,168.0,-93.0,0,0.4382652654045417,0,1,1,1,1,266,1,1
CAN-Q4VS9K78EF,13,5,0.0,0.9434615384615388,0.5384615384615384,1,1,0,1,0,0,4,33.0,258.0,0,0.5508237972592248,1,2,3,1,1,0,0,0
CAN-IQ6J8OR2OQ,9,5,0.1111111111111111,0.9616666666666666,0.625,1,1,0,0,1,0,4,46.0,455.0,0,0.7590952743439806,1,1,0,0,1,0,0,0
CAN-BISMW7A6B9,14,5,0.0714285714285714,0.9585714285714284,0.4615384615384615,1,0,1,0,1,0,5,240.0,-35.0,0,0.4147680922829501,0,1,2,1,0,0,0,0
CAN-SEKJA7IS1L,14,5,0.0,0.9635714285714286,0.5,1,1,0,1,0,1,3,58.0,7.0,0,0.6426357123492937,1,4,1,1,0,0,0,0
CAN-JXY7OE43LB,14,5,0.0714285714285714,0.9621428571428572,0.4615384615384615,1,0,1,0,1,1,5,138.0,-97.0,0,0.2561397368112451,0,1,4,1,1,649,0,0
CAN-NU9O5QN0LG,12,5,0.0,0.96,0.5833333333333334,1,1,0,1,0,0,5,12.0,383.0,0,0.6952604023608422,1,2,0,0,1,0,0,0
CAN-OCJ6EVF6VA,13,5,0.0769230769230769,0.961153846153846,0.3333333333333333,1,0,1,0,1,2,4,500.0,-471.0,1,0.2048479174737545,0,0,2,0,1,0,0,0
CAN-EQT16P0TOG,13,5,0.0,0.9642307692307692,0.3846153846153846,1,1,0,0,1,0,3,1.0,94.0,0,0.4636301261976931,2,2,3,1,0,0,0,0
CAN-ZQ0GWKIZ51,12,4,0.0833333333333333,0.9575,0.3636363636363636,1,0,1,0,2,0,3,166.0,54.0,0,0.3877513108623151,0,1,2,1,0,0,0,0
CAN-VLSQUU27RT,10,5,0.0,0.963,0.4,1,1,0,0,0,1,3,35.0,2.0,0,0.2627745197333513,1,1,3,1,1,0,0,0
CAN-4LMTDLHVPU,9,5,0.0,0.9616666666666666,0.4444444444444444,1,0,1,0,0,0,3,108.0,113.0,0,0.4779679183862128,0,1,2,1,0,0,0,0
CAN-A6ETMQZT3D,11,5,0.0,0.9559090909090908,0.6363636363636364,1,1,0,0,1,2,4,87.0,-83.0,0,0.6085338027988312,1,2,2,1,0,0,0,0
CAN-6DS6MMWC9W,11,5,0.0909090909090909,0.9513636363636364,0.4,1,1,0,0,0,0,2,117.0,375.0,0,0.631519955805607,0,2,0,0,0,0,0,0
CAN-JEE2VYA0VP,14,5,0.0,0.9607142857142856,0.5,1,0,1,1,0,0,3,26.0,170.0,0,0.5891319673797738,4,4,1,1,0,0,0,0
CAN-KHOZLIA4KQ,11,5,0.0909090909090909,0.9640909090909092,0.5,1,1,0,1,1,0,3,9.0,204.0,0,0.5872258918514425,1,2,1,1,1,0,0,0
CAN-J6YE2BG6FG,12,5,0.0833333333333333,0.9558333333333332,0.5454545454545454,1,1,0,0,0,0,4,184.0,141.0,0,0.5843130960307822,0,2,1,1,0,0,0,0
CAN-GTR52U40EU,12,5,0.1666666666666666,0.9533333333333333,0.6,1,0,1,1,1,0,5,47.0,236.0,0,0.5818201946583941,1,1,1,1,0,0,0,0
CAN-BEY7TMBNY0,11,5,0.0,0.9595454545454544,0.3636363636363636,1,0,1,0,0,1,2,2.0,57.0,0,0.3498655938165216,1,1,2,1,1,260,0,0
CAN-8EVU4FLFJE,13,5,0.0769230769230769,0.9626923076923076,0.5,1,0,1,0,0,0,4,106.0,216.0,0,0.5598043759847418,0,2,1,1,0,0,0,0
CAN-G0PKBR91NF,10,5,0.0,0.942,0.4,1,1,0,0,0,0,1,55.0,55.0,0,0.5328043375156274,1,3,1,1,1,0,0,0
CAN-J3TEV9GOHN,10,5,0.0,0.953,0.7,1,0,1,0,1,2,4,162.0,-119.0,0,0.6199404005150932,0,3,2,1,0,0,0,0
CAN-TMYIFCKEP4,12,5,0.0,0.9633333333333334,0.4166666666666667,1,0,1,1,0,2,3,62.0,-59.0,0,0.3634640856841901,1,1,3,1,0,0,0,0
CAN-80OZ9U6N7D,12,5,0.0,0.965,0.4166666666666667,1,0,1,1,1,0,3,270.0,-166.0,0,0.3314329260234847,0,1,4,1,0,0,0,0
CAN-U4BQB1FWZI,13,5,0.0,0.9588461538461538,0.5384615384615384,1,0,0,0,1,1,3,15.0,10.0,0,0.5629736453945348,1,3,1,1,0,0,0,0
CAN-M3XU8XWLSY,13,5,0.0769230769230769,0.9557692307692308,0.4166666666666667,1,1,0,0,0,0,4,60.0,137.0,0,0.5499558804637574,1,1,1,1,0,0,0,0
CAN-2K24D7IS5V,13,5,0.0,0.9626923076923076,0.3846153846153846,1,1,0,0,0,1,4,190.0,-166.0,0,0.3275608972917069,0,1,1,1,1,0,0,0
CAN-IZ1RX2GPAC,12,5,0.0,0.9575,0.5,1,0,0,0,0,0,6,626.0,-409.0,1,0.3795842572987626,0,0,2,0,0,0,0,0
CAN-UI142TWTMI,13,5,0.0,0.9573076923076924,0.6153846153846154,1,0,1,1,1,0,8,489.0,-296.0,1,0.4706140069363232,0,0,1,0,0,0,0,0
CAN-VI3DA82NTF,9,4,0.0,0.9605555555555556,0.4444444444444444,1,0,1,1,0,0,3,354.0,-155.0,0,0.285542335662394,0,1,1,1,0,0,0,0
CAN-SRETOO9PVD,12,5,0.0833333333333333,0.9575,0.6363636363636364,1,1,0,1,0,0,4,22.0,752.0,0,0.9051940533270296,2,3,0,0,1,0,0,0
CAN-5V4LHYX1LT,14,5,0.0,0.9607142857142856,0.5,1,0,0,1,0,1,6,98.0,-96.0,0,0.4069554056603356,0,1,4,1,1,768,1,1
CAN-STSAITQARC,11,5,0.0909090909090909,0.9659090909090908,0.4,1,0,0,1,0,0,3,332.0,-154.0,0,0.3004175155279657,0,0,3,0,1,1909,1,0
CAN-JURTULSH1M,12,5,0.1666666666666666,0.9533333333333333,0.4,1,0,1,0,1,0,4,604.0,-399.0,1,0.2487069350064799,0,0,2,0,0,0,0,0
CAN-2AY9PNEMS3,10,5,0.1,0.963,0.4444444444444444,1,0,0,0,2,0,2,144.0,306.0,0,0.6748851603149633,0,2,0,0,0,0,0,0
CAN-E6WKM3Y1SY,10,5,0.0,0.959,0.5,1,0,0,0,2,1,4,185.0,-123.0,0,0.3599464833614362,0,1,1,1,1,0,0,0
CAN-YQ3D3C7ZIB,13,5,0.0,0.9426923076923076,0.5384615384615384,1,1,0,1,0,0,6,230.0,128.0,0,0.5164506250908418,0,1,0,0,0,0,0,0
CAN-22P8HADJ43,11,5,0.0,0.9513636363636364,0.6363636363636364,1,0,1,1,0,0,5,53.0,393.0,0,0.7332830829151752,2,2,0,0,0,0,0,0
CAN-OFESKCKFAB,12,5,0.0,0.9575,0.5,1,1,0,1,0,1,6,446.0,-408.0,1,0.3422813339062606,0,0,2,0,1,0,0,0
CAN-6TQVLVVANU,13,5,0.0,0.9573076923076924,0.3846153846153846,1,0,1,0,1,0,5,454.0,-338.0,1,0.2591860504051534,0,0,5,0,1,56,0,0
CAN-9X9KPC2G5F,11,5,0.0,0.9495454545454544,0.5454545454545454,1,0,0,1,1,1,4,29.0,-10.0,0,0.5018760037652529,1,1,1,1,0,0,0,0
CAN-2PRYBY25F4,12,5,0.0,0.9483333333333333,0.5833333333333334,1,0,0,1,0,1,6,113.0,-32.0,0,0.4474585886274619,0,1,1,1,0,0,0,0
CAN-MVYYMYP6DW,10,5,0.0,0.956,0.5,1,0,1,1,1,2,2,193.0,-172.0,0,0.5447885646971518,0,2,2,1,1,0,0,0
CAN-UD2XPTFNK8,14,5,0.0,0.9646428571428572,0.5714285714285714,1,1,1,1,0,2,6,157.0,-145.0,0,0.4565770969812183,0,2,3,1,0,0,0,0
