candidate_record_id,new_t1_record_count,new_t1_oos_count,new_t1_de_count,new_t1_state_missing_count,new_t1_source_domain_diversity,new_t1_new_record_count,new_t1_record_correction_count,new_t1_status_update_count,newly_effective_t0_record_count,delta_days_since_latest_oos,delta_days_since_latest_de,delta_oos_decay_90d,delta_de_decay_90d,delta_recent_oos_independent_source_count_90d,delta_recent_de_independent_source_count_90d,delta_active_address_oos_count,delta_active_address_de_count,delta_link_confidence_mean,delta_post_60d_oos_vehicle_signal_count,delta_post_60d_prior_state_persistence_any_present,delta_t1_update_observation_lag_mean_days,delta_t1_late_arriving_update_count_over_30d
CAN-UDMWK5GMJN,1,1,0,0,1,1,0,0,2,-166.0,-149.0,0.3880877604224756,0.6646966982927842,1,0,0,0,0.0041233766233766,1,1,42.0,1
CAN-QLZ4EKYKE8,2,0,1,1,1,0,1,1,0,16.0,-121.0,-0.0007354706484893,0.7940998345046476,0,1,0,1,-0.0054871794871795,0,0,18.0,0
CAN-ACD12DM3EQ,1,1,0,0,1,1,0,0,0,-363.0,94.0,0.6636857432183288,-0.0643657392644963,1,0,0,0,0.0001515151515151,0,0,47.0,1
CAN-N1UJHSH4VK,2,0,1,1,2,1,0,1,0,22.0,-140.0,-0.0490709888020206,0.7799509099570359,0,1,0,0,0.0025384615384614,0,0,24.0,0
CAN-5NNTGFGOCD,2,1,1,0,2,0,0,2,0,-463.0,-118.0,0.6373435345028743,0.49169547356437,1,1,1,0,-0.0006944444444446,0,0,33.0,1
CAN-LV0I68XO0I,2,1,1,0,2,0,1,1,1,-100.0,-190.0,1.1960902668178888,0.6505764641641836,1,1,0,0,-0.004,0,0,36.5,2
CAN-3D99WGLA9F,2,2,0,0,2,2,0,0,0,-57.0,141.0,0.4677994350218455,-0.302973996645937,1,0,1,0,-0.0005128205128204,0,0,28.0,1
CAN-SXUJFFGR63,2,1,1,0,2,1,0,1,1,-170.0,-13.0,1.3900856968963335,0.3879381762273887,2,0,1,0,0.0020432692307692,0,0,23.0,1
CAN-G88TNN62IQ,0,0,0,0,0,0,0,0,1,35.0,-756.0,-0.0814365543149956,0.8432844083041244,0,1,0,0,0.004181818181818,0,0,0.0,0
CAN-W8ZP3GO484,1,1,0,0,1,1,0,0,0,-81.0,83.0,0.5563388525456398,-0.5369544115049184,1,-1,1,0,0.0004545454545454,0,0,29.0,0
CAN-PED23QS633,1,1,0,0,1,1,0,0,4,-609.0,179.0,3.4826527241774863,-0.2805022613493848,4,0,2,-1,-0.0013333333333331,0,0,34.0,1
CAN-W5R5SMR39Z,1,1,0,0,1,1,0,0,0,-178.0,69.0,0.6121980648411552,-0.1340012544228536,1,0,0,0,0.0001282051282052,0,0,36.0,1
CAN-JVS9VHE1IE,1,1,0,0,1,0,0,1,1,5.0,74.0,1.1759306954518371,-0.3729331095945146,1,-1,0,0,0.0025524475524475,1,0,12.0,0
CAN-WR2Y3V61K8,1,0,1,0,1,1,0,0,0,22.0,-20.0,-0.1047737950244921,0.5386671028483958,0,1,0,1,-4.761904761896307e-05,0,0,19.0,0
CAN-RUCNMBX8PL,1,0,1,0,1,0,0,1,2,-266.0,-5.0,0.65143334219981,1.1743366617724122,1,1,0,1,0.0049999999999998,0,0,47.0,1
CAN-WND5745Q8I,1,0,1,0,1,1,0,0,1,137.0,-97.0,-0.8538523925923598,1.0867052047478651,-1,2,0,0,-0.0044615384615385,0,0,32.0,1
CAN-9NO7994ZHR,2,1,1,0,2,0,0,2,0,-108.0,-553.0,0.7014384401813969,0.7401889654059153,1,1,0,1,0.0029487179487179,0,0,30.5,1
CAN-QDEJ63RFTL,1,0,1,0,1,0,1,0,0,67.0,-82.0,-0.0221320700757573,0.389284122435245,0,1,0,0,0.0029924242424242,0,0,49.0,1
CAN-JEZTW2DL4Z,2,1,1,0,2,0,2,0,0,-58.0,-109.0,0.8030903576079313,0.840034504860286,1,1,0,1,0.0031696428571427,1,1,12.0,0
CAN-EQJNI8CNTQ,1,1,0,0,1,0,1,0,1,-818.0,-67.0,0.6536464959365608,0.1263816532340655,1,0,1,0,-0.0014285714285713,0,0,55.0,1
CAN-3SIQKXXFE9,2,2,0,0,2,1,1,0,1,-7.0,22.0,1.0967436170247344,-0.0795691476562865,1,-1,1,0,0.0013461538461537,0,0,35.5,1
CAN-JJT5NG93HR,2,1,1,0,2,0,1,1,0,-159.0,-45.0,0.5822252217261521,0.3172686045466144,1,0,1,0,-0.000595238095238,0,0,20.5,1
CAN-2CUG9EGHUS,1,0,1,0,1,1,0,0,0,80.0,-78.0,-0.0988980937709165,0.6544980114785065,0,0,0,0,0.0021904761904761,0,0,4.0,0
CAN-7RTPE4E3ZI,2,2,0,0,2,1,0,1,3,-34.0,-466.0,1.198015852301866,1.5272948616563529,1,1,1,1,-0.0014285714285714,0,0,11.5,0
CAN-UYCXX0K17X,0,0,0,0,0,0,0,0,3,115.0,-445.0,-0.1340048933875457,2.075075303832832,0,3,0,0,0.0009090909090909,0,0,0.0,0
CAN-ZUI284J2I1,2,1,1,0,2,0,1,1,0,-135.0,17.0,0.5711044719590391,0.4253516186359258,1,0,0,1,0.0020238095238095,0,0,49.5,2
CAN-DVU1ZUA3G0,1,0,1,0,1,0,0,1,0,53.0,-234.0,-0.8617108282817321,0.7005389925630252,-2,1,0,0,-0.0051428571428571,0,0,30.0,0
CAN-L02Y878NEQ,1,1,0,0,1,0,0,1,0,29.0,52.0,0.2421662909371169,-0.5452512803492766,1,-1,0,0,0.0025208333333333,0,0,39.0,1
CAN-K2EFX81CMW,1,1,0,0,1,1,0,0,1,-25.0,35.0,0.2900667911589895,0.1779861137978764,0,0,1,0,-0.0011904761904761,0,0,47.0,1
CAN-M0OKXDH6R5,1,1,0,0,1,0,1,0,2,-66.0,146.0,1.4909377367614156,-1.0494763257638795,3,-1,1,-1,-0.0021666666666667,0,0,30.0,0
CAN-7RWHIGFZA9,2,2,0,0,2,0,1,1,2,-89.0,41.0,1.2160861053303562,-0.0913846714373995,2,0,2,0,-0.0069285714285712,0,0,36.0,1
CAN-7TJJK3L0GK,2,2,0,0,2,1,1,0,3,-85.0,-179.0,1.4585270104795027,1.2981123957904686,2,2,1,0,0.0006666666666667,0,0,34.0,1
CAN-KU7N0RXJNY,2,2,0,0,2,0,2,0,0,-79.0,110.0,1.3887292831642502,-0.1471886412632491,1,0,1,0,0.001013986013986,0,0,12.0,0
CAN-ZK241KRAXA,2,2,0,0,1,0,1,1,3,-684.0,-19.0,3.1597187160157345,0.0395209307042238,3,0,2,0,-0.0026666666666665,0,0,20.0,0
CAN-A7W1PUQWAO,2,1,1,0,2,0,1,1,0,-55.0,-53.0,0.5303055881810878,0.4250958066484354,0,0,0,1,-0.0091964285714285,0,0,22.0,0
CAN-JCJ4KVVABZ,1,1,0,0,1,0,1,0,0,-331.0,129.0,0.5864470815183749,-0.5204067176745613,1,0,1,0,-0.0003787878787878,0,0,54.0,1
CAN-WDSF8ZS6JX,1,1,0,0,1,0,1,0,1,-430.0,110.0,1.5155129479987075,-0.0288934641872716,2,0,0,0,-0.000595238095238,0,0,6.0,0
CAN-M8D1FDY7TJ,1,0,1,0,1,0,1,0,0,24.0,-90.0,-0.0120164315935042,0.8546071862073036,0,1,0,1,0.001025641025641,0,0,5.0,0
CAN-OLS79DRUVO,2,1,1,0,2,0,0,2,0,-295.0,-273.0,0.7664284221041475,0.9122375333711484,1,1,0,0,-0.0030803571428572,0,0,18.5,1
CAN-BUKRSYM8UR,1,0,1,0,1,1,0,0,0,116.0,-48.0,-0.5273857445487049,0.2199646221196183,-1,1,0,1,0.0003846153846153,0,0,42.0,1
CAN-3E8HXI8SXR,2,1,1,0,2,1,0,1,0,-38.0,-9.0,0.1509196796554492,0.3554050836741795,-1,0,1,0,0.0027435897435897,0,0,24.5,0
CAN-LPG4GN9X77,0,0,0,0,0,0,0,0,1,96.0,-14.0,-0.1637968236280492,0.0153726829202122,0,1,0,1,-0.0006060606060606,0,0,0.0,0
CAN-IT3JOY1B92,2,1,1,0,1,0,0,2,1,-1.0,-104.0,1.3882804223789678,0.7267475262480191,2,1,0,0,0.0013333333333334,0,0,14.0,0
CAN-UHZAGTMVFA,1,1,0,0,1,0,1,0,1,-700.0,176.0,1.5260150655638078,-0.4858910091187522,2,0,0,0,0.003974358974359,1,1,7.0,0
CAN-LXQB5O145Z,2,1,1,0,2,2,0,0,2,-225.0,17.0,1.4264189640599652,0.3906434971571544,2,-1,1,1,0.0008333333333332,0,0,35.5,1
CAN-G6YBRQTA02,0,0,0,0,0,0,0,0,0,121.0,121.0,-0.3968707942367379,-0.0004043912988461,-1,0,0,0,0.0,0,0,0.0,0
CAN-MPGR0FUPEM,1,1,0,0,1,1,0,0,0,-244.0,65.0,0.6908574658012587,-0.2867072707206023,1,-1,0,0,-0.0001250000000001,0,0,34.0,1
CAN-2JQFA5RSOD,2,2,0,0,2,0,2,0,1,-266.0,-226.0,1.3864312027727284,0.5555106320060186,2,1,1,0,0.0001388888888889,0,0,38.5,2
CAN-3MK0W4XQ7R,1,1,0,0,1,0,1,0,1,-168.0,-33.0,0.64491202286726,0.0444826207492379,1,1,1,1,-0.0008205128205128,0,0,31.0,1
CAN-6CRXHAUU3Q,1,1,0,0,1,1,0,0,4,-126.0,-380.0,1.0961638742984787,1.4085012315247163,1,1,1,1,-0.0058653846153846,0,0,16.0,0
CAN-39QYX8VDH0,2,1,1,0,1,1,1,0,4,-230.0,-21.0,1.7363210419053945,0.3067435308191135,1,0,1,2,0.0017857142857142,0,0,49.5,2
CAN-AVIS3KWA4G,3,1,2,0,3,1,2,0,1,-199.0,-166.0,0.5174680074669662,2.4146202626220736,1,3,0,1,0.0004385964912277,0,0,22.666666666666668,1
CAN-LMI5R7P0S6,1,0,1,0,1,0,0,1,1,47.0,-218.0,-0.0567859974394911,1.527035317965091,0,2,0,0,0.0002380952380952,0,0,27.0,0
CAN-7DCEDI7WII,1,0,1,0,1,0,1,0,0,95.0,-122.0,-0.0946354993084956,0.6210296832695673,0,1,0,0,0.0031043956043955,0,0,6.0,0
CAN-657CBQH4J3,2,0,2,0,1,1,1,0,1,75.0,-208.0,-0.6409998713156679,2.067756781866099,-2,1,0,3,-0.0051260504201681,0,0,31.5,1
CAN-GECGRS0TBY,2,1,1,0,2,1,1,0,0,-59.0,-32.0,0.6880969764085187,0.5556183142852822,0,0,1,0,-8.928571428579168e-05,0,0,19.5,0
CAN-W4JS8O085R,2,1,1,0,2,1,0,1,2,-289.0,-227.0,0.9971632530544292,1.6549624509728835,1,2,0,0,-0.0005429864253395,0,0,31.0,1
CAN-BYZ6WQC9RE,2,0,2,0,2,0,0,2,2,-338.0,-122.0,0.607458743895618,1.3381711083254777,1,2,0,2,-0.0020833333333334,0,0,28.0,1
CAN-VUKF53HBKJ,0,0,0,0,0,0,0,0,2,87.0,55.0,-0.8410837636563533,-0.1831267727274788,-2,-1,0,0,0.0034343434343434,0,0,0.0,0
CAN-RAC3AUDPMW,0,0,0,0,0,0,0,0,1,165.0,-108.0,-0.7014035572533344,0.3814226674905067,-1,1,0,0,-5.4945054945076954e-05,0,0,0.0,0
CAN-052PI2BBIB,2,1,1,0,2,0,0,2,1,-5.0,-80.0,0.2273865291466621,0.7966659733445933,0,2,0,1,0.005673076923077,0,0,33.0,1
CAN-EO7J9O6VVJ,1,1,0,0,1,1,0,0,0,-155.0,71.0,0.4655814658375612,-0.3019799956801257,1,-1,0,0,0.003076923076923,0,0,43.0,1
CAN-WTYOR82705,2,1,1,0,2,2,0,0,0,-54.0,-20.0,0.5756579572938281,0.2794017127910293,0,0,1,0,-0.0016783216783217,0,0,15.5,0
CAN-3V5XIQ8M0G,2,2,0,0,2,0,0,2,3,-58.0,-253.0,1.685419997069609,0.9733061966732816,1,1,1,1,0.0107936507936508,0,0,22.5,0
CAN-WG0J725BW8,1,0,1,0,1,1,0,0,0,41.0,-735.0,-0.0064059552894868,0.8560219268777903,0,1,0,1,-0.0048717948717948,0,0,20.0,0
CAN-Z812B96W5J,2,0,2,0,1,0,1,1,0,31.0,19.0,-0.2308825088945378,1.2919662341221128,0,1,0,2,0.0003571428571427,0,0,33.5,2
CAN-ZSSI697BN3,1,0,1,0,1,0,1,0,1,-322.0,-336.0,0.435656604453466,0.8164067818871248,1,1,0,0,0.0023589743589743,0,0,12.0,0
CAN-FGAD638GB1,2,1,1,0,2,2,0,0,1,-347.0,-74.0,0.9269260772238656,0.8609751669759591,1,1,1,0,-0.0027692307692307,-1,0,18.5,1
CAN-FH1ZFVO5AK,1,0,1,0,1,0,1,0,1,117.0,-192.0,-0.4967339760497912,1.4083241654345342,-1,2,0,1,0.0004102564102564,0,0,10.0,0
CAN-PHD0URSC5X,2,2,0,0,2,1,0,1,0,-97.0,68.0,1.2355093248431048,-0.1992047657695494,2,0,0,0,0.0016517857142857,0,0,25.5,1
CAN-EE6BU15CXY,1,0,1,0,1,0,1,0,3,124.0,-669.0,-0.873632927230364,2.3731629312434954,-2,2,-1,1,0.0048958333333333,0,0,19.0,0
CAN-G7BSDV4H1A,2,0,2,0,2,1,0,1,1,-193.0,-104.0,0.7700608970925362,1.3712783705338745,1,2,0,0,0.0028333333333334,0,0,13.0,0
CAN-7CX8EZWB1N,1,0,1,0,1,1,0,0,0,26.0,-74.0,-0.0814259339221978,0.5805831397538266,0,1,0,1,-4.166666666682861e-05,0,0,42.0,1
CAN-HVC46LBXG9,1,0,1,0,1,0,1,0,1,-19.0,-405.0,-0.0253542095316596,0.8670030013458246,-1,1,0,0,0.0021428571428572,0,0,13.0,0
CAN-MKJ1AVMZOC,0,0,0,0,0,0,0,0,1,-153.0,122.0,0.6110125676625202,-0.0533295433765625,1,0,0,0,0.0007051282051282,0,0,0.0,0
CAN-SU078JSUR1,1,0,1,0,1,0,0,1,1,111.0,-50.0,-0.5494480813870122,0.907914119371543,-1,0,0,0,-0.006083916083916,0,0,18.0,0
CAN-ZMWEG78PWI,2,2,0,0,2,0,1,1,2,-104.0,84.0,2.539752200504488,-0.6471615803968598,4,0,0,0,-0.0068749999999999,0,0,33.5,1
CAN-M1HEZ1H8WZ,1,1,0,0,1,0,1,0,0,-10.0,121.0,-0.181587550259366,-1.0278009581786238,-1,-2,0,0,-5.4945054945076954e-05,0,0,21.0,0
CAN-3WPQ4YGA4O,2,1,1,0,1,1,0,1,1,-89.0,-318.0,1.26102922876956,0.8035182109929946,2,1,1,1,-0.006076923076923,0,0,12.5,0
CAN-13K09Z14QK,2,1,1,0,2,1,0,1,2,-358.0,-92.0,2.0023222885003262,0.3036473910630027,2,1,-1,0,0.0048958333333333,0,0,33.5,1
CAN-2RU4JIP90C,2,1,0,1,2,0,1,1,3,-16.0,-15.0,0.2781718153722274,0.2045795570005329,0,0,2,0,-0.0034057971014493,0,0,15.5,0
CAN-XGEZBD2JZ8,1,1,0,0,1,0,0,1,1,-450.0,128.0,1.5882677520618924,-0.2235790160293764,2,0,1,0,-0.0016666666666667,-1,0,25.0,0
CAN-G4T0MVXZWJ,2,2,0,0,2,0,0,2,0,-212.0,140.0,1.3218450412538294,-0.1243171103324251,2,0,1,0,0.001013986013986,0,0,38.5,1
CAN-VU0T85LJ6C,0,0,0,0,0,0,0,0,1,-178.0,158.0,0.5796348754426213,-0.1286172840051684,1,0,0,0,-0.001090909090909,1,1,0.0,0
CAN-PN6IO4OZQU,0,0,0,0,0,0,0,0,1,175.0,97.0,-0.1301943165599793,-0.2597218601296164,0,-1,0,0,-0.0003787878787878,0,0,0.0,0
CAN-R85EKY2K07,1,1,0,0,1,0,1,0,1,-254.0,-366.0,0.6606427489760931,0.6138600614243377,1,1,0,0,-0.0014285714285713,0,0,32.0,1
CAN-0SLX0JA9EJ,1,0,1,0,1,1,0,0,0,57.0,-8.0,-0.0714880641196242,0.1805361235491069,0,-1,0,1,0.0004945054945054,0,0,30.0,0
CAN-P4DM8ZQI9P,1,1,0,0,1,1,0,0,0,-57.0,20.0,0.6970241130125223,-0.1053785976170402,0,0,1,0,-0.0001648351648351,0,0,28.0,0
CAN-EEVX7ZCHEV,1,0,1,0,1,0,1,0,0,81.0,-3.0,-0.3462994634148122,0.5119210508285358,-1,1,0,0,-0.0013333333333332,0,0,4.0,0
CAN-5MDE16FUTU,2,0,1,1,2,1,1,0,1,165.0,-174.0,-0.2807862558785791,0.7897488036149867,0,1,0,0,-0.0058173076923077,0,0,12.0,0
CAN-Q6IWGFWGMC,0,0,0,0,0,0,0,0,0,19.0,19.0,-0.2782327874999812,-0.1446539710711007,-1,0,0,0,0.0,0,0,0.0,0
CAN-85UTROZ0YY,0,0,0,0,0,0,0,0,0,44.0,44.0,-0.3029442337765644,-0.2029374318424153,0,-1,0,0,0.0,0,0,0.0,0
CAN-GYAS3DFJY7,1,1,0,0,1,0,0,1,0,18.0,31.0,0.4273428878932015,-0.1148891212538673,1,-1,0,0,0.0005238095238094,0,0,41.0,1
CAN-B098WFR9Z3,2,1,1,0,2,0,2,0,4,-286.0,-429.0,1.3797596906668534,2.4529966770031373,2,2,0,1,0.0011875,0,0,13.5,0
CAN-AB4I7IODFC,2,2,0,0,1,1,1,0,1,-3.0,137.0,1.2934197080849823,-1.4487940368666807,1,-3,2,0,-0.0008333333333332,0,0,21.5,1
CAN-U23TKTXHOK,1,0,1,0,1,1,0,0,3,-2.0,-21.0,1.5263432575845135,0.335403624279232,1,0,1,0,-0.0007272727272726,0,0,35.0,1
CAN-NMZV6392NB,1,0,1,0,1,0,0,1,0,51.0,-77.0,-0.2665391768142702,0.619559962232628,-1,1,0,1,-0.0009090909090909,0,0,12.0,0
CAN-6A43BIZCQC,2,1,1,0,2,1,1,0,1,-89.0,-147.0,0.5627235529594098,1.382829059038407,1,2,0,0,0.0061298076923076,0,0,26.5,1
CAN-R81IGX90ST,2,2,0,0,2,0,2,0,1,3.0,-415.0,-0.0320352301367869,0.4890629018857816,-1,1,1,0,-0.0004807692307693,0,0,40.0,2
CAN-FEY0EYGJM1,4,3,1,0,3,2,0,2,1,-182.0,-12.0,2.186795283148726,1.0473347311190913,2,0,1,0,-0.0031547619047621,0,0,28.25,2
CAN-0QQFFT9BCX,1,0,1,0,1,0,1,0,0,136.0,-45.0,-0.0579263695586572,-0.0623506213793387,0,-1,0,0,0.0023717948717949,0,0,8.0,0
CAN-EKYX4BISP5,0,0,0,0,0,0,0,0,0,105.0,105.0,-0.1696800877951819,-0.5272551307247076,0,-1,0,0,0.0,0,0,0.0,0
CAN-2Z7MIVJE5O,1,0,1,0,1,0,0,1,2,-81.0,2.0,0.3014760654641197,0.6301989468574858,1,1,1,-1,0.00125,-1,0,51.0,1
CAN-4M11MPT2J6,2,1,1,0,2,0,2,0,2,-122.0,-40.0,0.3223023674274401,0.9316390494620304,1,-1,0,2,0.0003125,1,1,21.5,1
CAN-U1FVKELSO2,1,1,0,0,1,0,1,0,5,-589.0,-197.0,0.7595499415634247,2.360352409353669,1,1,0,1,0.0006666666666665,0,0,31.0,1
CAN-5RPOBG0T1Y,1,1,0,0,1,0,1,0,0,-104.0,72.0,0.5779874291043203,-0.5023646661211121,1,-1,0,0,-0.0002747252747252,0,0,29.0,0
CAN-702WVL9DB2,1,1,0,0,1,1,0,0,1,-406.0,52.0,1.670330783431868,-0.3792151313205253,2,-1,1,0,-0.0003076923076922,0,0,27.0,0
CAN-PP9TLV3EBY,2,0,1,1,2,2,0,0,2,-613.0,-172.0,1.1544496195587917,0.407667672279902,1,1,0,0,0.0009920634920632,0,0,48.5,2
CAN-E5A079EA5M,2,1,1,0,2,2,0,0,2,5.0,-108.0,0.8209877175529579,1.0643341231279089,0,2,1,0,0.0046060606060606,0,0,29.0,1
CAN-2X6QQZHN1J,1,1,0,0,1,1,0,0,0,-43.0,57.0,0.6245041131673875,-0.1245361374070163,0,0,1,0,-0.0004395604395605,0,0,20.0,0
CAN-71V5XJPMGC,1,1,0,0,1,0,0,1,1,-33.0,-160.0,0.3796689814987498,0.4033391346235033,0,1,0,0,0.0009166666666666,1,0,2.0,0
CAN-0ENVXJG4A2,2,1,1,0,2,2,0,0,0,-308.0,-154.0,0.6324730819504382,0.3896364998672029,1,1,0,0,-0.0010714285714287,0,0,39.5,1
CAN-TPWKUTGS5M,2,1,1,0,2,0,0,2,0,4.0,6.0,0.2069484927900944,0.1477652956849842,0,0,-1,1,0.0009230769230769,0,0,13.5,0
CAN-SU4AVO68Z7,2,0,2,0,2,0,1,1,3,-242.0,-17.0,0.2606084274476717,1.664332784188025,0,1,0,0,0.0046666666666668,0,0,35.0,2
CAN-6C0CHD1P4D,2,2,0,0,1,0,1,1,2,-24.0,-10.0,1.5091071882641365,-0.0918359606384036,0,0,0,-1,0.0034545454545454,0,0,26.5,1
CAN-4QDURO0LM0,1,1,0,0,1,1,0,0,0,-208.0,21.0,0.8524012823559721,-0.1291607214801151,1,0,0,0,0.0021794871794872,0,0,13.0,0
CAN-4S8HDMWHG3,2,1,1,0,1,2,0,0,4,12.0,-101.0,1.5596176128166728,0.7707829865435198,0,1,1,0,0.0008749999999998,0,0,29.0,1
CAN-9UTQNQPVRM,2,0,2,0,1,2,0,0,2,-182.0,-206.0,0.3113532609845538,1.6075519220118282,0,1,0,-1,0.0024242424242424,0,0,42.0,2
CAN-RJVYF8NNQG,1,1,0,0,1,0,1,0,1,14.0,143.0,-0.2116134206629725,-0.1408310627567035,-1,0,2,-1,-0.0064285714285714,0,0,38.0,1
CAN-QHSZYBRWD4,1,0,1,0,1,0,1,0,3,-557.0,-273.0,1.9855498083780825,0.8001497720339057,3,1,0,0,-0.0014545454545454,0,0,12.0,0
CAN-PDGLT2L305,1,1,0,0,1,0,0,1,2,48.0,-77.0,-0.2435863472589421,0.3778261817473525,0,1,0,1,0.0034999999999999,0,0,52.0,1
CAN-FF4F9Q4DUT,1,1,0,0,1,1,0,0,1,-74.0,130.0,0.7302923511367638,-0.166180310759728,0,0,0,0,0.0027435897435897,1,1,8.0,0
CAN-3KHQ6CPBXP,1,0,1,0,1,1,0,0,3,-43.0,-58.0,1.244375839225486,0.3873226257393095,3,1,1,1,0.0002424242424242,0,0,43.0,1
CAN-GLQ2GSAO6C,2,1,1,0,2,0,0,2,1,-249.0,28.0,0.7157750240095915,0.2408721378809635,1,0,0,1,0.0016666666666667,0,0,25.5,1
CAN-APKGODCK3C,1,0,1,0,1,0,1,0,3,-174.0,6.0,0.4434363407454686,0.1595632031327936,1,0,-1,0,-6.060606060598328e-05,0,0,52.0,1
CAN-JRXEHPHB0I,1,0,1,0,1,0,1,0,1,-101.0,43.0,0.383687322933452,0.009084684931566,1,0,0,0,-0.0017179487179487,0,0,48.0,1
CAN-XD4IVILTS4,1,0,1,0,1,0,0,1,2,-119.0,-57.0,0.4358727842158894,0.8330915785733277,1,1,-1,0,-0.003076923076923,0,0,38.0,1
CAN-G25O4CIAKC,1,0,1,0,1,1,0,0,0,66.0,-199.0,-0.2511715511811546,0.794096422647147,0,1,0,1,0.00010989010989,0,0,3.0,0
CAN-6E3VER7YN2,2,0,2,0,2,0,2,0,2,149.0,-42.0,-0.210209727099735,1.6040787048733771,0,0,0,0,0.0052424242424243,0,0,1.0,0
CAN-2ZH04YIRJU,1,0,1,0,1,0,0,1,1,186.0,14.0,-0.2503417588827356,0.2208410951507793,0,0,0,0,0.0009790209790209,0,0,16.0,0
CAN-GESFAESSBO,0,0,0,0,0,0,0,0,1,98.0,103.0,-0.3467378704788779,-0.2246300262877181,-1,0,0,0,0.0037272727272728,0,0,0.0,0
CAN-OZGC6FWCOD,2,1,1,0,2,1,1,0,0,-4.0,-8.0,0.4640439226708347,-0.0661602564143732,0,0,0,0,0.0025384615384614,1,1,27.0,1
CAN-86OU5SX3ED,1,1,0,0,1,1,0,0,1,-249.0,53.0,1.6452219066825609,-0.3814934579299585,2,-1,1,0,-0.0014285714285713,-1,-1,17.0,0
CAN-9VPEYKLVWM,1,1,0,0,1,0,0,1,0,-476.0,46.0,0.6788459392931906,-0.2111910997173087,1,0,1,0,0.00010989010989,0,0,48.0,1
CAN-UZ022PKYQM,2,1,1,0,1,0,0,2,1,-121.0,-66.0,0.4123664871243249,0.6310653033241089,1,1,1,1,-0.0055288461538461,0,0,37.5,2
CAN-T8GW0ZYFFO,1,1,0,0,1,0,1,0,2,-401.0,-135.0,0.8148638997531563,0.7462956595272172,1,1,1,1,0.0018333333333333,0,0,19.0,0
CAN-R8R5RVKOO8,0,0,0,0,0,0,0,0,2,179.0,20.0,-1.02846964276465,0.3288840965241335,-1,0,0,0,0.0017261904761906,0,0,0.0,0
CAN-V06M1QXRN4,2,2,0,0,2,0,1,1,2,-627.0,52.0,2.423783614215339,-0.0672466746749607,3,0,1,0,-0.0086458333333334,0,0,31.0,1
CAN-CI8IWRN8TN,2,0,2,0,2,0,1,1,0,52.0,-176.0,-0.5742206342686407,1.278264926786332,-1,2,0,1,-0.0003076923076922,0,0,47.0,2
CAN-DVXLDYJQEJ,1,1,0,0,1,0,0,1,0,0.0,72.0,-0.1761265281877162,-0.0644036721467446,0,0,0,0,-5.928853754944008e-05,0,0,13.0,0
CAN-UCW3TBD2AS,1,1,0,0,1,1,0,0,2,-181.0,179.0,1.531657678113934,-0.3074374452771334,2,0,1,0,-0.0035227272727272,0,0,39.0,1
CAN-BN7PPRO7KK,1,0,1,0,1,1,0,0,0,53.0,-68.0,-0.1329446988567212,0.4957807963495239,0,1,-1,1,-0.004551282051282,0,0,32.0,1
CAN-ZYQ9SM23FY,2,2,0,0,1,1,1,0,0,-26.0,30.0,1.2568554661642493,-0.2027699151234963,0,0,2,0,-0.0007142857142856,0,0,21.5,0
CAN-XEQJB33W9Q,1,0,1,0,1,0,1,0,5,-318.0,-363.0,1.5471844319682393,2.4123875790588065,2,3,-1,1,0.0019642857142857,0,0,2.0,0
CAN-WAPSK63Y06,1,0,1,0,1,1,0,0,2,-38.0,-8.0,0.2603725506357998,1.0050539041308766,1,1,1,0,0.0024999999999999,0,0,10.0,0
CAN-0EP8U1FCKC,0,0,0,0,0,0,0,0,0,59.0,59.0,-0.0073546302340907,-0.6175310313750517,0,0,0,0,0.0,0,0,0.0,0
CAN-2C4JAVHXFB,2,1,1,0,2,0,2,0,3,-542.0,-9.0,1.6550324377280885,1.8832807735396155,2,2,1,0,-0.0048295454545455,0,0,31.0,1
CAN-RS9Y4TJH1E,0,0,0,0,0,0,0,0,1,-318.0,99.0,0.5407802171801144,-0.0097792006413921,1,0,0,0,-0.001090909090909,0,0,0.0,0
CAN-NDPHWQYZJL,0,0,0,0,0,0,0,0,1,48.0,90.0,-0.4306260878293586,-0.0157935005594686,-1,0,0,0,0.0001282051282052,0,0,0.0,0
CAN-TEX6JCF1MT,1,1,0,0,1,0,1,0,0,-688.0,104.0,0.783833111400269,-0.6713093633743572,1,-1,0,0,0.0011818181818182,0,0,29.0,0
CAN-2XWXC2WJA9,1,0,1,0,1,1,0,0,1,-740.0,-139.0,0.576941993528998,0.3044376849117955,1,1,0,0,-0.000595238095238,0,0,30.0,0
CAN-0ET1J76KCP,0,0,0,0,0,0,0,0,0,27.0,27.0,-0.2212578234085989,-0.1043450915755768,-1,0,0,0,0.0,0,0,0.0,0
CAN-BASIUT0WLI,2,1,1,0,2,0,1,1,0,-4.0,-97.0,-0.0597283912720496,0.5540512904716148,0,1,1,0,0.0032564102564102,0,0,49.5,2
CAN-H86XQH8B6B,1,0,1,0,1,1,0,0,0,111.0,-69.0,-0.3196391404564118,0.2339404335589781,0,0,0,1,-0.0004761904761905,0,0,14.0,0
CAN-0RQY2RDGS6,1,0,0,1,1,1,0,0,0,140.0,140.0,-0.3788100031830463,-0.4427132570374089,-1,-1,0,-1,9.52380952381482e-05,0,0,5.0,0
