candidate_record_id,t0__address_history,t0__external_context_signals,t0__license_id_events,t0__vehicle_title_events,t0__work_location_signals,t1__evidence_update_stream
CAN-2LXBLPHHVZ,3,3,3,2,2,1
CAN-0G08P150U1,3,3,3,3,2,2
CAN-A7LZ5G3ZFY,3,2,3,3,2,0
CAN-TMWA2H8X78,2,3,1,3,2,2
CAN-7YANTYWV96,3,2,3,3,2,1
CAN-PF3S5T8DJS,3,2,3,3,2,1
CAN-YQKI7MGA97,1,3,3,3,2,2
CAN-G4Z1HE5UQK,3,3,3,2,2,1
CAN-O6O6AXS7GY,3,2,2,3,1,0
CAN-JN0QN9HSFR,2,2,3,2,2,1
CAN-O9GG1MJD80,3,2,3,3,2,2
CAN-3NJHPJ6KQL,3,3,3,3,2,2
CAN-LY6D0VIY1Q,2,3,3,3,2,2
CAN-6W04J7MBTI,2,3,3,3,1,1
CAN-5Q3KHUDI9P,3,3,3,2,1,2
CAN-9V1SQ4HPA0,3,2,3,2,2,1
CAN-QA99U96CHV,3,3,3,3,2,2
CAN-TA96DM8DBQ,3,3,3,2,2,2
CAN-1A4J597WWB,2,3,3,2,2,1
CAN-LJOWJNYP6S,3,3,3,3,2,1
CAN-BPDDMY3MQH,3,3,3,3,2,2
CAN-Y2DF5RKXTJ,3,3,3,3,1,1
CAN-3FRB076EKA,3,3,3,3,2,2
CAN-6G4KI0H7TZ,2,2,3,2,2,1
CAN-O9D28KLAEO,3,2,3,3,2,2
CAN-JTIP5LQ5HK,3,3,3,3,2,1
CAN-0MME75WQAG,3,2,3,2,1,2
CAN-J4XABY5P3O,3,3,3,2,1,1
CAN-VIK7SU2PMU,3,2,3,3,2,1
CAN-ZDS8CS2KIH,3,3,3,3,2,0
CAN-G3FI8EQZVN,1,3,3,3,2,1
CAN-ZTBIEXQH2R,3,2,3,3,2,1
CAN-GNRS12NT91,3,1,3,2,2,2
CAN-19PR3NPADK,3,4,3,2,2,1
CAN-G4CERLA65F,3,3,3,2,2,1
CAN-G8ZFLU5EAD,3,3,3,3,2,1
CAN-Q266N9BMRQ,2,3,3,3,2,1
CAN-3H5FQ2G6G9,3,3,3,3,2,0
CAN-01OY6INLR3,3,3,3,3,2,1
CAN-2PJTBJNSVO,3,2,3,3,1,1
CAN-66HW4T91JP,3,3,3,3,2,2
CAN-098EQUVCDX,2,3,3,3,2,2
CAN-N299WC79CU,3,3,3,3,2,1
CAN-EQV7Z1S2AD,3,3,3,3,2,2
CAN-N64S7AMPIP,2,3,3,3,2,1
CAN-3MIRZWS27N,3,3,3,3,2,2
CAN-2U2BRJ4KR4,3,3,3,3,2,1
CAN-ECEIYXG3SE,3,3,3,3,2,1
CAN-5TJ9R7A3M2,3,3,3,3,2,2
CAN-PN9UUJDL9V,0,0,3,0,0,0
CAN-EEEVKLFY0I,3,3,4,3,2,1
CAN-VR0GIVZOH4,3,3,3,1,1,1
CAN-T1SSDDEG5V,2,3,3,1,1,0
CAN-QPR1AWPYKH,3,3,3,3,2,1
CAN-MWVP09TERV,2,3,3,2,2,1
CAN-G4J0W7EEMW,4,4,3,3,2,1
CAN-YCF40NZVU7,2,3,5,2,2,2
CAN-J8G80IIUG8,2,3,3,3,2,2
CAN-ZLSRVTTEPI,3,3,3,2,1,1
CAN-2C8OUITUY1,3,3,3,3,2,2
CAN-8KMU55B46B,3,3,3,3,2,2
CAN-U70Q0ZWNO7,3,3,3,4,2,1
CAN-XBQ7PR0FZE,2,3,3,3,1,2
CAN-96TNNMUA4B,2,3,3,3,2,1
CAN-OBLAR7VB20,3,3,3,3,1,2
CAN-EJV67F76MM,3,3,3,3,2,2
CAN-5WXLCDU1YM,2,3,3,3,1,0
CAN-IUUFVUPHKM,2,3,3,2,2,0
CAN-N38HJKCQZV,2,3,3,3,2,2
CAN-K0J8SNKY8W,3,3,3,3,1,1
CAN-Y919YG739E,4,3,4,3,2,2
CAN-L9G0VP8LEJ,3,3,3,2,2,2
CAN-67TJ1DRRLZ,3,3,3,3,2,0
CAN-GFJ3MZCAYD,1,3,3,3,2,2
CAN-OU7BA0V6LR,3,3,3,3,2,2
CAN-LMC1Z4ZQ8J,3,3,3,3,2,1
CAN-2J68GJD87A,3,3,3,3,2,1
CAN-NLF57Z5CMV,3,3,2,3,2,0
CAN-QSAI1OEIIC,3,3,4,3,2,2
CAN-CJ3DL3NHD8,2,3,3,2,1,1
CAN-OOMVDFEYUV,4,3,3,4,1,2
CAN-K7E88RG7OQ,1,3,3,2,1,1
CAN-G7BUJDUCGL,2,3,3,2,1,1
CAN-IE8O6C6UEI,3,3,3,3,2,1
CAN-YC0MGXPPUF,3,3,3,3,2,1
CAN-27AAIMFGFW,2,3,3,2,2,1
CAN-7TL05JT9OS,3,3,3,3,2,1
CAN-VOR94XRJJ2,3,3,3,3,1,1
CAN-NLGJ92HXI3,3,3,3,2,1,1
CAN-M2PWJ6XUMX,3,3,3,3,1,2
CAN-3VWAYUWQL0,1,2,3,3,2,1
CAN-ZVSVF9JQIF,3,3,3,3,2,2
CAN-6550M1NC3W,3,4,3,3,2,2
CAN-8MN6FGYCFL,3,2,3,3,2,1
CAN-AV6BNNLTOG,3,3,1,3,2,1
CAN-8YAM08E174,3,3,2,3,2,1
CAN-TXJYTK45TU,3,3,3,3,2,1
CAN-AUOX3D460D,3,3,3,3,2,1
CAN-QDNZ2FARWR,3,3,3,3,2,1
CAN-75A7IZ1MQ4,3,3,3,3,2,2
CAN-RPT0H49YM2,3,3,3,3,2,2
CAN-E910KT1T91,3,4,3,2,2,1
CAN-KVYIPBMY0T,1,2,3,3,1,2
CAN-RC4TZIEOEP,3,4,3,3,2,0
CAN-59Q7ISNUV6,3,3,3,2,1,1
CAN-0GQ9PBK2ST,3,3,3,3,2,0
CAN-S88ZRNLLX5,3,3,3,2,1,0
CAN-3ZVQKH4ARP,3,3,3,3,1,2
CAN-BUQTJZHU1J,2,3,3,2,2,2
CAN-V1G0V029FU,3,3,3,3,2,1
CAN-QPBWP48RLA,3,2,3,2,1,2
CAN-B56BGXA8LO,3,3,3,3,2,0
CAN-TSOFKYKT5F,1,3,2,2,2,2
CAN-20E6VBIHA6,2,3,3,3,2,2
CAN-LNB8YGMU2T,4,5,4,5,3,2
CAN-4OKJZ5EWW9,3,2,3,2,2,2
CAN-EBMY9D8WEL,3,3,3,3,2,1
CAN-61BJ91FZ51,3,2,3,3,1,1
CAN-LATW66PPWY,3,3,3,3,1,2
CAN-MSQ0AJMH6F,2,2,3,3,1,1
CAN-0MZTW1NTUJ,4,3,3,3,2,0
CAN-W5OF26TK6C,4,3,3,3,2,1
CAN-CUV5TX4BDQ,3,3,3,2,1,2
CAN-LCW3MATK1U,3,3,3,2,2,2
CAN-BOWPMESJ7W,3,4,4,3,2,2
CAN-N2OQ035YY8,2,2,3,3,2,2
CAN-682VA03Y7M,3,3,3,3,1,2
CAN-A06QRWIBGE,3,3,3,3,2,2
CAN-RKJI2HTQQE,2,3,3,3,2,2
CAN-3IU2KGR8S4,3,3,3,1,2,1
CAN-15N3U1ZI93,4,3,3,3,3,2
CAN-6QKP7Y1E1P,2,3,3,2,1,2
CAN-T532JHAMU3,3,2,3,3,2,1
CAN-WQW1TX27HP,3,3,3,3,2,0
CAN-YQTWDFB6SA,3,3,3,4,2,0
CAN-XO6BHP5SUW,0,0,3,0,0,0
CAN-V1H9XNY6SD,2,2,3,3,2,2
CAN-JFNRSG5DEB,2,3,2,1,2,1
CAN-85MRMB1UAP,2,2,3,3,2,0
CAN-7H7V0GW2JV,3,3,3,3,2,1
CAN-1YHRPUF1EV,3,3,3,3,1,2
CAN-R86U0E2XY5,3,3,3,3,2,2
CAN-V0NQJKE3GS,2,3,3,2,2,1
CAN-T5N81TJW39,3,3,3,3,2,1
CAN-NESOC2P7PV,3,3,3,3,2,2
CAN-YJE11UB1BC,3,2,3,2,2,1
CAN-N4SPMVR96E,3,3,3,3,2,1
CAN-VFG3MH2SQ7,3,2,3,3,2,0
CAN-Q4VS9K78EF,2,3,3,3,2,2
CAN-IQ6J8OR2OQ,2,1,2,2,2,0
CAN-BISMW7A6B9,3,3,3,3,2,2
CAN-SEKJA7IS1L,3,3,3,3,2,1
CAN-JXY7OE43LB,3,3,3,3,2,2
CAN-NU9O5QN0LG,3,3,3,3,2,2
CAN-OCJ6EVF6VA,3,3,3,3,1,2
CAN-EQT16P0TOG,2,3,3,3,2,2
CAN-ZQ0GWKIZ51,3,3,3,3,1,2
CAN-VLSQUU27RT,3,2,2,2,1,2
CAN-4LMTDLHVPU,3,3,3,3,2,2
CAN-A6ETMQZT3D,1,2,3,4,2,1
CAN-6DS6MMWC9W,3,3,3,3,1,2
CAN-JEE2VYA0VP,3,3,3,3,2,2
CAN-KHOZLIA4KQ,3,3,3,2,1,2
CAN-J6YE2BG6FG,3,4,3,3,2,3
CAN-GTR52U40EU,1,3,3,3,2,1
CAN-BEY7TMBNY0,3,3,3,1,1,1
CAN-8EVU4FLFJE,3,3,3,3,1,0
CAN-G0PKBR91NF,3,2,3,2,2,2
CAN-J3TEV9GOHN,2,2,3,2,1,1
CAN-TMYIFCKEP4,2,3,3,2,2,0
CAN-80OZ9U6N7D,2,3,3,3,2,2
CAN-U4BQB1FWZI,3,3,3,2,2,2
CAN-M3XU8XWLSY,3,3,2,3,2,2
CAN-2K24D7IS5V,3,3,3,3,2,2
CAN-IZ1RX2GPAC,3,3,3,2,2,1
CAN-UI142TWTMI,3,3,3,3,2,1
CAN-VI3DA82NTF,2,3,3,2,0,2
CAN-SRETOO9PVD,3,3,3,2,1,2
CAN-5V4LHYX1LT,3,3,3,3,2,0
CAN-STSAITQARC,2,3,3,3,2,2
CAN-JURTULSH1M,3,2,3,3,1,1
CAN-2AY9PNEMS3,3,3,3,3,1,1
CAN-E6WKM3Y1SY,3,2,2,3,2,1
CAN-YQ3D3C7ZIB,3,3,3,3,1,2
CAN-22P8HADJ43,3,2,3,3,2,1
CAN-OFESKCKFAB,3,3,3,3,2,1
CAN-6TQVLVVANU,3,3,3,3,2,2
CAN-9X9KPC2G5F,3,3,3,3,2,2
CAN-2PRYBY25F4,2,3,3,3,2,1
CAN-MVYYMYP6DW,3,3,3,2,2,1
CAN-UD2XPTFNK8,3,3,3,3,2,1
CAN-AO1PT0WY33,3,3,3,2,1,1
CAN-X7731SR366,2,3,3,2,1,2
CAN-8G56FQ34A3,3,3,3,3,2,1
CAN-7RUM39W43T,0,3,3,3,2,0
CAN-I3PDKTHNW8,3,2,3,3,2,0
CAN-9QU7Z30549,3,3,3,3,2,2
CAN-K5UEZ1JF0J,3,3,3,3,2,2
CAN-OILCH8UCJ6,3,3,3,3,1,1
CAN-YEFAAUD42X,3,3,3,3,1,1
CAN-GN37QAFVSU,3,3,3,3,2,2
CAN-3X0BM5A568,3,3,2,2,2,1
CAN-0VUWC5C5PM,2,2,2,3,2,1
CAN-K9E5HHN48U,2,3,3,3,2,2
CAN-YTRKHIWIUB,3,4,3,3,3,1
CAN-CEQCQD19YL,3,3,3,3,2,1
CAN-BVPWNH2JBW,3,4,3,4,4,1
CAN-37J59WPO21,2,3,3,3,2,1
CAN-W2EJXLJ6TD,2,2,3,1,1,0
CAN-DFSJ94QQIR,3,2,3,3,2,1
CAN-PMNQYJQG86,3,3,3,3,2,1
CAN-0ICHSLZVLC,5,5,3,5,1,1
CAN-Q0M9OY1V2U,4,3,3,3,2,2
CAN-WF5QVVRTTS,3,3,3,3,2,2
CAN-72PZRNYNP2,3,3,3,3,2,1
CAN-NWVRKWOL31,3,3,3,4,2,1
CAN-LPZW37A3UR,2,2,3,3,1,1
CAN-SMDGRZMPRI,3,2,3,2,2,1
CAN-YFO9DEEHSB,2,2,3,3,2,1
CAN-PVJXI9J33Y,3,3,3,3,2,2
CAN-FQGVEY712Z,3,3,3,2,2,2
CAN-UOHJL8ZJ1R,3,3,3,2,1,2
CAN-T4J9UJ6QNV,3,3,3,3,2,2
CAN-E2LUOGGFN5,3,2,3,2,2,1
CAN-28E8JJ146O,2,2,3,3,2,0
CAN-YB7ZENGXQ6,3,1,3,3,2,1
CAN-GCGLB5U7TA,3,3,3,0,1,1
CAN-92FN19ZB4G,6,5,3,6,3,3
CAN-FVW8DCMF0N,3,3,2,3,2,0
CAN-WGSI0PWXTK,3,3,3,3,2,2
CAN-0D6K3BDYSR,3,2,3,2,2,1
CAN-13SC00LFN4,3,3,3,3,1,2
CAN-OJYFJLO3H4,3,3,3,3,2,2
CAN-THIDUO8VPJ,2,2,3,2,2,1
CAN-JP87ABYHET,2,3,3,3,2,2
CAN-5LYN4VIFAL,3,3,3,3,2,2
CAN-OVETRZH0EE,3,3,3,2,2,2
CAN-FT1VZTKNMA,3,3,3,3,2,2
CAN-80FZYXISG2,3,2,3,2,2,0
CAN-X9HV5Y53CY,3,3,3,2,2,2
CAN-LQ849DO6WR,1,3,3,3,1,2
CAN-AIXDXF6BN8,3,3,3,3,1,2
CAN-PKD0IKZ6LC,3,1,3,2,1,1
CAN-PYASH0UXLD,3,3,5,2,2,1
CAN-GXD8O3P8PK,3,3,3,3,2,2
CAN-MIPIPL79KA,3,2,3,3,2,0
CAN-PQWH37SQGL,2,2,3,2,2,2
CAN-VGGPZEZ269,3,3,3,3,2,2
CAN-5SU5OWA15T,3,3,3,3,2,2
CAN-UFG44NSLN7,2,3,3,2,2,0
CAN-DB1D50MSMN,4,3,3,3,2,1
CAN-RN28N65ABP,3,2,3,3,2,1
CAN-BA2ZTWAJUX,3,3,2,2,1,1
CAN-S06R8UO4E2,3,3,3,3,2,1
CAN-DOZKLOZHTZ,3,3,3,1,2,0
CAN-47TRMB6WKF,3,1,3,1,2,1
CAN-QTCJA3I9M5,3,3,3,3,2,1
CAN-PFXNQ3TFN6,3,3,3,3,2,1
CAN-BGX9GY2S5J,3,3,3,3,2,2
CAN-OTZSWZOVI2,2,1,3,3,2,1
CAN-PCCK2OZQAY,3,2,3,3,2,2
CAN-6MI82QD5VB,3,2,3,3,2,2
CAN-6WTPU3HEK2,3,2,3,3,2,1
CAN-1XFQN677H0,3,3,3,3,2,1
CAN-AQWED0LB20,2,3,3,3,2,1
CAN-F6X9EHVXZM,3,3,3,3,2,1
CAN-W41T8OR50L,4,2,4,3,2,1
CAN-MA8VWUGYVS,3,2,3,2,2,2
CAN-STFLOQIX5J,3,3,3,3,2,2
CAN-KMB5GTBPM9,3,2,3,2,1,2
CAN-RKQL4K9LEI,3,2,3,3,2,1
CAN-WRV2HTUYKE,3,3,3,3,2,1
CAN-GX4JW6AKRG,3,3,3,3,2,0
CAN-66OWENROVB,3,2,3,3,2,2
CAN-BUTAFY3BA5,4,2,5,3,1,2
CAN-NYHQA08X4Y,3,3,3,1,2,2
CAN-J8AT9Z1CJ4,3,2,3,2,2,2
CAN-TULQWDKPRZ,3,2,3,3,1,1
CAN-OI9TXGD47Z,2,3,3,3,2,1
CAN-BS0085U207,1,2,3,2,2,1
CAN-V7Z60GN53F,3,3,3,3,2,2
CAN-AYKKS6UK8E,2,3,3,2,2,2
CAN-ALR7A2D7TB,3,3,3,3,2,2
CAN-O6ET0L18OB,3,2,3,2,2,2
CAN-RGFFXQNP0X,3,3,3,3,2,1
CAN-CN5U0ZSNG1,3,3,3,3,2,2
CAN-IP1SVHZ5NB,3,2,3,3,2,1
CAN-ZG46ENBMR7,3,3,3,3,2,1
CAN-3XRCPXKP9O,2,1,3,3,2,1
CAN-ISR7QDBH85,3,3,3,3,2,2
CAN-JQ4AYZFOIY,3,2,3,3,2,2
CAN-MS4ZFJRXVR,3,3,3,3,2,2
CAN-51AZ0RM0DS,3,3,3,3,2,2
CAN-ZCTACG3Z99,3,3,3,3,2,1
CAN-1X2I6AM1G2,3,3,3,3,2,1
CAN-WPRQG9H0XF,3,3,3,2,1,1
CAN-S4935APSMP,3,1,3,2,1,1
CAN-9WN2E16WHJ,3,3,3,3,2,1
CAN-ZITJ3NT7CT,3,3,3,3,2,0
CAN-4W4FGJZMTW,4,2,3,1,2,1
CAN-5GK347BVAX,3,2,3,3,3,2
CAN-GLA8FYLHLN,3,2,3,2,2,2
CAN-05WZ85H52J,3,2,3,3,2,2
CAN-WA073M0PHW,3,3,3,3,2,2
CAN-9G9FBU7XX6,2,2,3,2,2,2
CAN-6RZHIOYCXH,3,3,3,3,2,0
CAN-JBP90N8YIH,3,2,3,3,2,1
CAN-UY20BNEO15,3,1,3,3,2,1
CAN-JEYV06S1A3,2,3,3,3,2,2
CAN-8JMBTDI450,3,3,3,3,2,2
CAN-0Z8HML8GYN,3,2,3,2,2,1
CAN-VI9K3DBGQK,3,3,3,3,2,1
CAN-EXBWGIZ5KG,3,3,3,3,2,1
CAN-Z38H9W4ZGC,3,3,3,2,2,1
CAN-A28JG1IY2F,3,3,3,3,2,2
CAN-Y007LTFYM4,2,3,3,2,2,1
CAN-22NVBS2LCM,3,3,3,3,2,2
CAN-MZLTVWWBWQ,2,3,3,3,2,2
CAN-EV8S22VNPO,3,2,3,3,1,1
CAN-AMSYKHL29H,3,3,3,3,1,2
CAN-U66ZRY9RCA,3,3,3,3,2,1
CAN-G8O95G9WA9,2,3,2,3,1,2
CAN-B1XSIOX04L,3,3,3,2,2,2
CAN-X3JB8M8M40,1,3,1,3,2,1
CAN-0OR1Q464CA,2,3,3,2,1,1
CAN-7RVUCCHQH2,3,3,3,3,2,1
CAN-CA2602OLHB,3,3,3,3,1,2
CAN-YZFXRMKPZ2,3,3,3,3,2,2
CAN-2HKUPXIQJS,3,5,4,3,2,1
CAN-ONVNMGGW1V,3,3,3,3,1,1
CAN-IU4EWA1E3R,3,3,3,3,2,2
CAN-5ESYETH5SN,2,2,3,3,1,2
CAN-438TASPW9P,3,3,3,2,1,1
CAN-973BHC8W2A,3,3,3,3,2,2
CAN-TOX676WIQZ,3,3,3,3,2,2
CAN-VLJUACNXH2,2,3,3,3,2,2
CAN-FW5FP97XBQ,3,3,3,3,1,1
CAN-PGFICO74QN,3,3,3,3,2,1
CAN-0PX9WPE5AB,1,2,2,2,2,2
CAN-XY38I4LIXQ,0,0,3,0,0,0
CAN-LIM5QSF5GG,3,3,3,3,1,2
CAN-AEPZRXR7MS,3,3,3,2,2,1
CAN-1I5MPZP3P6,2,2,3,1,2,1
CAN-0USPJ5Q0UJ,2,2,3,3,2,1
CAN-MZ53LQ1ELF,3,3,3,3,2,1
CAN-RSMN84C909,3,3,3,3,2,2
CAN-XE2ZGYUCMK,3,3,3,3,2,1
CAN-7BVZNFDYQP,3,3,3,3,1,2
CAN-52G2SGFN9M,2,3,3,2,2,1
CAN-8DDQ1EGTW7,1,3,3,3,2,2
CAN-MFGNDXRS6S,3,3,3,3,2,1
CAN-K93L03TPP0,3,3,3,3,2,2
CAN-FR70QIDHGS,3,3,3,3,2,2
CAN-L7HX49X084,3,2,3,3,2,2
CAN-S95DE2F28R,3,3,3,3,2,2
CAN-1LST7LD3H7,3,3,4,3,2,2
CAN-ODHL8SKK6H,1,2,3,3,2,1
CAN-KHV25WCCRD,2,3,3,3,2,1
CAN-WEDNARTCQX,3,3,3,3,1,1
CAN-LL2P69RWE9,5,3,5,4,2,1
CAN-TC0G4ZZI20,3,3,3,2,2,2
CAN-F7LCL4T2WX,1,3,3,2,1,0
CAN-3G2PLE2UKS,4,3,4,4,2,2
CAN-RRJ7PTQE3A,3,2,3,3,2,2
CAN-LC5L51DCWO,3,1,3,1,2,1
CAN-J4XLSPO8U4,3,3,3,3,1,1
CAN-KGBTZQ90D8,3,2,3,2,1,1
CAN-3BCGD8P5GO,3,3,3,3,2,2
CAN-VFP2FX1GOU,3,3,3,3,1,2
CAN-7C814WL87M,3,4,2,3,2,2
CAN-97FYR0XZNI,2,3,2,3,2,2
CAN-7TA69LVTLN,2,3,3,2,2,2
CAN-CYU4NTRYZ3,3,2,3,3,2,2
CAN-OA1MTP7L3Z,3,2,3,3,3,1
CAN-3PAY0Y1JC9,3,3,3,3,2,2
CAN-4XBDCVCTLE,3,3,3,3,2,1
CAN-AME6XTYWLG,3,3,3,3,2,2
CAN-5HK8KO5MH4,2,3,3,3,1,2
CAN-BDHP6O6YY3,3,3,3,1,2,2
CAN-OUL516J3LR,3,3,3,3,2,1
CAN-KRGFZHRIS0,3,3,3,3,2,2
CAN-ZFZOAZPED3,5,2,3,3,2,2
CAN-VTY7FMD3KS,3,3,3,3,2,1
CAN-2XJAVOZ6IE,3,2,3,2,2,0
CAN-SKU1HSOXDO,3,3,3,2,3,1
CAN-OS9SNI61LU,2,3,3,2,2,2
CAN-7KOJQADCBX,3,3,3,3,1,0
CAN-XC4CDPYCSE,3,3,3,2,2,0
CAN-LJ0B33PEKS,3,3,3,3,2,1
CAN-EHUA5S5BSQ,3,2,3,3,2,2
CAN-L572S1J05C,2,2,3,3,1,2
CAN-Z3FLZ7M6MT,2,2,3,2,2,1
CAN-OE9386IJ30,2,3,3,2,2,1
CAN-APXZN9CZCI,3,3,3,3,2,2
CAN-ZCYX3BZTRL,3,2,3,3,2,1
CAN-BY3MX0DCVL,3,3,3,3,2,1
CAN-06Y7STKB5U,2,3,1,3,2,1
CAN-UC0X4CF5YC,3,2,3,3,2,1
CAN-3JCMAQEIUO,3,3,3,3,2,1
CAN-FPOPVG4RSV,3,3,3,3,1,1
CAN-F3619S1ESD,2,3,3,2,2,2
CAN-GJPFQPC66Y,2,3,3,3,1,1
CAN-NGBOHRHMQ2,3,3,3,2,2,2
CAN-5K639K22XQ,3,3,3,3,2,2
CAN-8AW7PN0NYD,3,3,3,2,2,1
CAN-TOEXEJ0CJX,3,1,3,3,2,1
CAN-3XFINJ3MZF,3,2,3,3,2,2
CAN-XITRXEWB61,3,3,3,3,2,1
CAN-BNBO3KTXRK,3,2,3,1,2,2
CAN-YGLX181MYP,3,4,4,3,2,2
CAN-OM5YG7KINQ,2,3,3,3,1,2
CAN-C77Q2KCACD,3,3,3,3,2,1
CAN-8MG3KHERI3,3,3,3,3,2,1
CAN-Z5T6PHCQG9,3,3,3,3,2,1
CAN-Z5RRZJYNDW,3,3,3,3,2,1
CAN-P0SAV3VF6L,3,3,3,3,2,2
CAN-VYLCQU54OM,3,3,2,2,1,1
CAN-Z3KO6090G4,3,3,2,3,1,2
CAN-1OKNY8AF63,2,3,3,3,1,1
CAN-I7L85SFJSC,3,3,3,3,2,1
CAN-XO2N637KJO,2,3,3,3,2,2
CAN-1SDIMCM74M,3,3,3,3,1,2
CAN-T3B3YULNCJ,2,3,3,3,2,0
CAN-HJS5G9RQ7Q,3,3,3,3,2,2
CAN-89EIV5NHVM,3,2,3,3,2,2
CAN-E869A00DK6,2,3,3,3,2,2
CAN-48637U9B3Q,3,3,3,3,1,1
CAN-MUBFJK8WDV,3,3,3,2,2,1
CAN-YS70DMD4FV,3,2,3,3,2,2
CAN-2TZEM75DZ6,3,2,3,3,2,1
CAN-6BXJY05ZVS,2,2,3,3,2,2
CAN-PZVWU8D7MP,3,4,4,4,2,2
CAN-NF0KS8SQ2U,2,3,3,3,2,1
CAN-XDDMGYUPVX,2,3,3,2,2,2
CAN-5DIFRFLV53,2,3,3,3,2,1
CAN-5RY4RAH3NY,2,3,3,3,1,2
CAN-1A10UATM11,2,2,3,2,2,2
CAN-LZFQL6O6HL,3,2,3,3,2,1
CAN-NSMN5JQK29,3,3,3,3,2,1
CAN-YA1HN13F0J,3,3,3,1,2,2
CAN-RX8Q1JRZBS,3,3,3,2,2,1
CAN-4K35VMVRCK,3,3,3,3,2,1
CAN-RSEK6TJM4O,3,2,3,3,1,2
CAN-CTSA9ZZFAF,2,3,3,3,1,1
CAN-EHPXLQDIEM,3,3,3,3,2,2
CAN-9BZ2W6KC87,2,2,3,1,1,2
CAN-UWVZ9JBLHS,3,3,3,3,2,1
CAN-EKTZFAMLEU,0,0,3,0,0,0
CAN-IC793HWYC1,2,3,3,3,2,2
CAN-YP1Q3FEL8I,2,2,3,3,2,2
CAN-WMG1DN9UWD,2,2,3,3,2,0
CAN-P4KH7HY1PL,3,3,3,3,2,1
CAN-GC64XYYSKN,3,2,3,3,2,1
CAN-3TL9SBAPLL,3,3,3,3,2,2
CAN-M7W7CQF6EO,3,3,3,2,1,1
CAN-42CTOXOWS4,3,2,3,2,1,2
CAN-RRFVJNAC54,3,3,3,3,2,1
CAN-MWRD4PSAQ1,2,3,3,3,2,1
CAN-B0RW8TPJNT,3,3,4,3,2,2
CAN-CIPV4IHNYK,3,4,3,3,3,1
CAN-C7E2HVXDMF,3,3,3,3,2,2
CAN-WFNOMP38RM,2,2,3,3,2,2
CAN-VW2GACMW46,2,3,3,2,2,1
CAN-WI30529DPQ,3,3,3,2,2,1
CAN-1JSX22AJRC,2,3,3,3,2,1
CAN-8Q8EF4BPAI,3,3,3,3,2,2
CAN-PMXTAG4X02,2,3,3,3,2,1
CAN-TAHQXI5TQK,3,3,3,3,2,2
CAN-4JT8PURE10,3,3,3,3,2,1
CAN-B1SBECNSQA,3,3,3,3,1,1
CAN-ZAYTX35Z47,3,2,3,3,2,2
CAN-6QEV4RPCT3,3,3,3,3,2,2
CAN-UZ7AEBL383,3,3,3,3,2,1
CAN-PRNM6AHVHX,3,3,3,3,4,3
CAN-NQUY86VZBX,3,3,3,3,2,1
CAN-KJGXGWFAQ7,3,2,3,3,1,1
CAN-9U7D7ZHGUX,2,4,3,2,1,0
CAN-LJUAAQT29R,4,5,3,3,2,2
CAN-HWIB80LBAS,3,2,3,2,2,1
CAN-C2OIJKIW5E,3,3,3,3,2,2
CAN-QDDRSOGN6S,3,3,3,3,1,1
CAN-T90KQ1CM46,3,3,3,2,2,1
CAN-JQ7YVD3PTF,3,3,3,3,2,2
CAN-KZHES42360,5,5,5,4,2,3
CAN-GQJN3TQUF8,3,3,3,3,2,2
CAN-77B195HY0G,2,3,3,2,2,2
CAN-SPIVW4MGST,3,3,3,2,2,2
CAN-24YA60VG1J,3,2,3,2,2,2
CAN-82A1AW528U,3,2,3,2,2,2
CAN-48KA50OAUW,3,3,3,3,2,2
CAN-03HLACH165,3,3,3,3,2,1
CAN-SL25JL6OTI,3,2,3,3,2,2
CAN-5WSDZSLGN4,3,3,3,3,2,2
CAN-KPUQAESQGF,3,2,3,3,2,0
CAN-9W33NAQQY9,1,3,3,3,2,0
CAN-I9WBDBRQPM,3,3,3,3,1,2
CAN-AC8LV8OMMM,3,3,3,3,2,0
CAN-TFZ3U74RPD,3,3,3,3,2,2
CAN-JWXR82H1EU,3,3,3,3,2,1
CAN-KHFR89SU7H,3,3,3,3,2,1
CAN-3Y1EYFC9IO,3,3,3,3,2,1
CAN-UMGO07KNAU,3,3,3,3,2,1
CAN-16I2U9OJM6,3,3,3,3,2,2
CAN-2KM5HRG4EP,3,3,3,3,2,1
CAN-M2QK613GGD,3,3,3,3,1,1
CAN-3WYHJEF3IG,3,3,3,1,2,1
CAN-NYHWAE3G57,2,3,3,3,2,2
CAN-YWU552FNQL,3,3,3,2,1,0
CAN-SQBGY05QN1,3,3,3,3,1,0
CAN-R5IRKXZQF3,3,3,3,3,2,1
CAN-GYUKEIQ52Q,3,2,3,2,2,2
CAN-DRGJN0E7PQ,2,3,3,3,1,1
CAN-692JQ1JG1Q,2,2,3,3,2,1
CAN-7GX8JJ7BMA,3,3,3,3,2,0
CAN-0MGTG4LMNQ,2,3,3,3,1,0
CAN-72N27RNFP4,3,2,3,3,2,2
CAN-11V82L0M5T,2,3,3,3,2,2
CAN-ZIA6L0N8XI,4,3,3,3,2,2
CAN-OQ9D4JBFJJ,3,3,3,2,1,2
CAN-KS3LAYYT7F,3,3,3,3,1,1
CAN-NVTZ8JTALK,3,3,3,3,2,0
CAN-M3BKWFLBV2,3,3,3,3,2,1
CAN-KIE6GNCA9W,4,6,3,3,3,1
CAN-D2285JYW6Q,3,3,3,3,2,2
